date1,date,headline_classification,stories,total_stories
30oct2015,"30-10-2015","Other",28,41
31oct2015,"31-10-2015","Brexit Other",1,19
31oct2015,"31-10-2015","Climate",3,19
31oct2015,"31-10-2015","Other",15,19
01nov2015,"1-11-2015","Brexit Other",4,27
01nov2015,"1-11-2015","Climate",6,27
01nov2015,"1-11-2015","Other",17,27
02nov2015,"2-11-2015","Brexit Immigration",1,38
02nov2015,"2-11-2015","Brexit Other",4,38
02nov2015,"2-11-2015","Climate",7,38
02nov2015,"2-11-2015","Climate,Brexit",1,38
02nov2015,"2-11-2015","Other",25,38
03nov2015,"3-11-2015","Brexit Business",1,47
03nov2015,"3-11-2015","Brexit Immigration",1,47
03nov2015,"3-11-2015","Brexit Other",4,47
03nov2015,"3-11-2015","Climate",12,47
03nov2015,"3-11-2015","Climate,Brexit",1,47
03nov2015,"3-11-2015","Other",28,47
04nov2015,"4-11-2015","Brexit Immigration",1,36
04nov2015,"4-11-2015","Brexit Other",1,36
04nov2015,"4-11-2015","Brexit Politics",1,36
04nov2015,"4-11-2015","Brexit Politics,Brexit Immigration",1,36
04nov2015,"4-11-2015","Climate",5,36
04nov2015,"4-11-2015","Climate,Brexit",2,36
04nov2015,"4-11-2015","Other",25,36
05nov2015,"5-11-2015","Brexit Business",1,40
05nov2015,"5-11-2015","Brexit Business,Brexit Immigration",1,40
05nov2015,"5-11-2015","Brexit Immigration",2,40
05nov2015,"5-11-2015","Brexit Other",1,40
05nov2015,"5-11-2015","Brexit Politics",1,40
05nov2015,"5-11-2015","Climate",6,40
05nov2015,"5-11-2015","Climate,Brexit",2,40
05nov2015,"5-11-2015","Other",26,40
06nov2015,"6-11-2015","Brexit Business,Brexit Immigration",1,36
06nov2015,"6-11-2015","Brexit Immigration",2,36
06nov2015,"6-11-2015","Brexit Other",1,36
06nov2015,"6-11-2015","Climate",8,36
06nov2015,"6-11-2015","Climate,Brexit",1,36
06nov2015,"6-11-2015","Other",23,36
07nov2015,"7-11-2015","Brexit Other",3,23
07nov2015,"7-11-2015","Climate",5,23
07nov2015,"7-11-2015","Other",15,23
08nov2015,"8-11-2015","Brexit Business",1,44
08nov2015,"8-11-2015","Brexit Business,Brexit Politics",1,44
08nov2015,"8-11-2015","Brexit Other",5,44
08nov2015,"8-11-2015","Brexit Politics",1,44
08nov2015,"8-11-2015","Climate",7,44
08nov2015,"8-11-2015","Climate,Brexit",1,44
08nov2015,"8-11-2015","Other",28,44
09nov2015,"9-11-2015","Brexit Immigration",1,62
09nov2015,"9-11-2015","Brexit Other",5,62
09nov2015,"9-11-2015","Climate",7,62
09nov2015,"9-11-2015","Climate,Brexit",1,62
09nov2015,"9-11-2015","Other",48,62
10nov2015,"10-11-2015","Brexit Business",1,61
10nov2015,"10-11-2015","Brexit Business,Brexit Immigration",1,61
10nov2015,"10-11-2015","Brexit Immigration",4,61
10nov2015,"10-11-2015","Brexit Other",11,61
10nov2015,"10-11-2015","Brexit Politics",3,61
10nov2015,"10-11-2015","Brexit Politics,Brexit Immigration",1,61
10nov2015,"10-11-2015","Climate",11,61
10nov2015,"10-11-2015","Climate,Brexit",1,61
10nov2015,"10-11-2015","Other",28,61
11nov2015,"11-11-2015","Brexit Business",1,54
11nov2015,"11-11-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,54
11nov2015,"11-11-2015","Brexit Immigration",2,54
11nov2015,"11-11-2015","Brexit Other",4,54
11nov2015,"11-11-2015","Brexit Politics",1,54
11nov2015,"11-11-2015","Climate",11,54
11nov2015,"11-11-2015","Climate,Brexit",2,54
11nov2015,"11-11-2015","Other",32,54
12nov2015,"12-11-2015","Brexit Business",1,52
12nov2015,"12-11-2015","Brexit Business,Brexit Immigration",1,52
12nov2015,"12-11-2015","Brexit Immigration",1,52
12nov2015,"12-11-2015","Brexit Other",4,52
12nov2015,"12-11-2015","Brexit Politics",1,52
12nov2015,"12-11-2015","Brexit Politics,Brexit Immigration",1,52
12nov2015,"12-11-2015","Climate",7,52
12nov2015,"12-11-2015","Climate,Brexit",2,52
12nov2015,"12-11-2015","Other",34,52
13nov2015,"13-11-2015","Brexit Business,Brexit Immigration",1,46
13nov2015,"13-11-2015","Brexit Immigration",1,46
13nov2015,"13-11-2015","Brexit Other",5,46
13nov2015,"13-11-2015","Brexit Politics",2,46
13nov2015,"13-11-2015","Climate",8,46
13nov2015,"13-11-2015","Climate,Brexit",1,46
13nov2015,"13-11-2015","Other",28,46
14nov2015,"14-11-2015","Brexit Immigration",1,32
14nov2015,"14-11-2015","Brexit Other",4,32
14nov2015,"14-11-2015","Brexit Politics",1,32
14nov2015,"14-11-2015","Brexit Politics,Brexit Immigration",1,32
14nov2015,"14-11-2015","Climate",8,32
14nov2015,"14-11-2015","Other",17,32
15nov2015,"15-11-2015","Brexit Business",1,41
15nov2015,"15-11-2015","Brexit Other",3,41
15nov2015,"15-11-2015","Brexit Politics",1,41
15nov2015,"15-11-2015","Climate",11,41
15nov2015,"15-11-2015","Other",25,41
16nov2015,"16-11-2015","Brexit Other",5,36
16nov2015,"16-11-2015","Brexit Politics",3,36
16nov2015,"16-11-2015","Climate",11,36
16nov2015,"16-11-2015","Other",17,36
17nov2015,"17-11-2015","Brexit Immigration",1,40
17nov2015,"17-11-2015","Brexit Other",5,40
17nov2015,"17-11-2015","Brexit Politics",1,40
17nov2015,"17-11-2015","Climate",6,40
17nov2015,"17-11-2015","Other",27,40
18nov2015,"18-11-2015","Brexit Immigration",3,55
18nov2015,"18-11-2015","Brexit Other",3,55
18nov2015,"18-11-2015","Brexit Politics",3,55
18nov2015,"18-11-2015","Climate",8,55
18nov2015,"18-11-2015","Other",38,55
19nov2015,"19-11-2015","Brexit Other",1,40
19nov2015,"19-11-2015","Brexit Politics",2,40
19nov2015,"19-11-2015","Climate",12,40
19nov2015,"19-11-2015","Other",25,40
20nov2015,"20-11-2015","Brexit Immigration",1,53
20nov2015,"20-11-2015","Brexit Other",3,53
20nov2015,"20-11-2015","Brexit Politics",2,53
20nov2015,"20-11-2015","Climate",15,53
20nov2015,"20-11-2015","Climate,Brexit",1,53
20nov2015,"20-11-2015","Other",31,53
21nov2015,"21-11-2015","Brexit Other",1,25
21nov2015,"21-11-2015","Climate",7,25
21nov2015,"21-11-2015","Other",17,25
22nov2015,"22-11-2015","Climate",5,26
22nov2015,"22-11-2015","Other",21,26
23nov2015,"23-11-2015","Brexit Other",2,42
23nov2015,"23-11-2015","Brexit Politics",1,42
23nov2015,"23-11-2015","Brexit Politics,Brexit Immigration",1,42
23nov2015,"23-11-2015","Climate",12,42
23nov2015,"23-11-2015","Other",26,42
24nov2015,"24-11-2015","Brexit Other",2,45
24nov2015,"24-11-2015","Brexit Politics",1,45
24nov2015,"24-11-2015","Climate",5,45
24nov2015,"24-11-2015","Other",37,45
25nov2015,"25-11-2015","",1,44
25nov2015,"25-11-2015","Brexit Immigration",3,44
25nov2015,"25-11-2015","Brexit Other",3,44
25nov2015,"25-11-2015","Climate",12,44
25nov2015,"25-11-2015","Climate,Brexit",1,44
25nov2015,"25-11-2015","Other",24,44
26nov2015,"26-11-2015","Brexit Business",1,45
26nov2015,"26-11-2015","Brexit Immigration",1,45
26nov2015,"26-11-2015","Brexit Politics,Brexit Immigration",1,45
26nov2015,"26-11-2015","Climate",10,45
26nov2015,"26-11-2015","Climate,Brexit",1,45
26nov2015,"26-11-2015","Other",31,45
27nov2015,"27-11-2015","Brexit Business",2,44
27nov2015,"27-11-2015","Brexit Other",2,44
27nov2015,"27-11-2015","Climate",12,44
27nov2015,"27-11-2015","Other",28,44
28nov2015,"28-11-2015","Brexit Business",1,25
28nov2015,"28-11-2015","Climate",11,25
28nov2015,"28-11-2015","Other",13,25
29nov2015,"29-11-2015","",1,57
29nov2015,"29-11-2015","Brexit Other",5,57
29nov2015,"29-11-2015","Brexit Politics",2,57
29nov2015,"29-11-2015","Climate",19,57
29nov2015,"29-11-2015","Climate,Brexit",1,57
29nov2015,"29-11-2015","Other",29,57
30nov2015,"30-11-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,65
30nov2015,"30-11-2015","Brexit Immigration",3,65
30nov2015,"30-11-2015","Brexit Other",3,65
30nov2015,"30-11-2015","Brexit Politics",1,65
30nov2015,"30-11-2015","Climate",25,65
30nov2015,"30-11-2015","Other",32,65
01dec2015,"1-12-2015","Brexit Business",2,64
01dec2015,"1-12-2015","Brexit Immigration",2,64
01dec2015,"1-12-2015","Brexit Other",1,64
01dec2015,"1-12-2015","Brexit Politics",1,64
01dec2015,"1-12-2015","Climate",26,64
01dec2015,"1-12-2015","Climate,Brexit",1,64
01dec2015,"1-12-2015","Other",31,64
02dec2015,"2-12-2015","Brexit Immigration",2,56
02dec2015,"2-12-2015","Brexit Other",1,56
02dec2015,"2-12-2015","Brexit Politics",2,56
02dec2015,"2-12-2015","Climate",9,56
02dec2015,"2-12-2015","Climate,Brexit",3,56
02dec2015,"2-12-2015","Other",39,56
03dec2015,"3-12-2015","Brexit Immigration",2,64
03dec2015,"3-12-2015","Brexit Other",1,64
03dec2015,"3-12-2015","Brexit Politics",1,64
03dec2015,"3-12-2015","Brexit Politics,Brexit Immigration",1,64
03dec2015,"3-12-2015","Climate",11,64
03dec2015,"3-12-2015","Climate,Brexit",5,64
03dec2015,"3-12-2015","Other",43,64
04dec2015,"4-12-2015","",2,68
04dec2015,"4-12-2015","Brexit Immigration",4,68
04dec2015,"4-12-2015","Brexit Other",4,68
04dec2015,"4-12-2015","Brexit Politics",4,68
04dec2015,"4-12-2015","Climate",12,68
04dec2015,"4-12-2015","Climate,Brexit",1,68
04dec2015,"4-12-2015","Other",41,68
05dec2015,"5-12-2015","Brexit Other",5,42
05dec2015,"5-12-2015","Climate",11,42
05dec2015,"5-12-2015","Climate,Brexit",1,42
05dec2015,"5-12-2015","Other",25,42
06dec2015,"6-12-2015","Brexit Business,Brexit Politics",1,52
06dec2015,"6-12-2015","Brexit Other",5,52
06dec2015,"6-12-2015","Climate",10,52
06dec2015,"6-12-2015","Other",36,52
07dec2015,"7-12-2015","Brexit Business",1,64
07dec2015,"7-12-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,64
07dec2015,"7-12-2015","Brexit Immigration",1,64
07dec2015,"7-12-2015","Brexit Other",2,64
07dec2015,"7-12-2015","Climate",12,64
07dec2015,"7-12-2015","Climate,Brexit",2,64
07dec2015,"7-12-2015","Other",45,64
08dec2015,"8-12-2015","Brexit Business",2,83
08dec2015,"8-12-2015","Brexit Business,Brexit Immigration",1,83
08dec2015,"8-12-2015","Brexit Business,Brexit Politics",1,83
08dec2015,"8-12-2015","Brexit Immigration",2,83
08dec2015,"8-12-2015","Brexit Other",4,83
08dec2015,"8-12-2015","Brexit Politics",2,83
08dec2015,"8-12-2015","Brexit Politics,Brexit Immigration",1,83
08dec2015,"8-12-2015","Climate",27,83
08dec2015,"8-12-2015","Other",43,83
09dec2015,"9-12-2015","",1,92
09dec2015,"9-12-2015","Brexit Business",2,92
09dec2015,"9-12-2015","Brexit Business,Brexit Immigration",1,92
09dec2015,"9-12-2015","Brexit Immigration",4,92
09dec2015,"9-12-2015","Brexit Other",4,92
09dec2015,"9-12-2015","Brexit Politics",3,92
09dec2015,"9-12-2015","Climate",32,92
09dec2015,"9-12-2015","Climate,Brexit",1,92
09dec2015,"9-12-2015","Other",44,92
10dec2015,"10-12-2015","Brexit Business,Brexit Immigration",1,74
10dec2015,"10-12-2015","Brexit Business,Brexit Politics",1,74
10dec2015,"10-12-2015","Brexit Immigration",3,74
10dec2015,"10-12-2015","Brexit Other",2,74
10dec2015,"10-12-2015","Brexit Politics",1,74
10dec2015,"10-12-2015","Climate",25,74
10dec2015,"10-12-2015","Climate,Brexit",4,74
10dec2015,"10-12-2015","Other",37,74
11dec2015,"11-12-2015","Brexit Immigration",3,56
11dec2015,"11-12-2015","Brexit Other",2,56
11dec2015,"11-12-2015","Climate",18,56
11dec2015,"11-12-2015","Climate,Brexit",2,56
11dec2015,"11-12-2015","Other",31,56
12dec2015,"12-12-2015","Brexit Business",1,46
12dec2015,"12-12-2015","Brexit Immigration",1,46
12dec2015,"12-12-2015","Brexit Other",3,46
12dec2015,"12-12-2015","Climate",17,46
12dec2015,"12-12-2015","Other",24,46
13dec2015,"13-12-2015","Brexit Business,Brexit Immigration",1,60
13dec2015,"13-12-2015","Brexit Immigration",2,60
13dec2015,"13-12-2015","Brexit Other",3,60
13dec2015,"13-12-2015","Climate",17,60
13dec2015,"13-12-2015","Other",37,60
14dec2015,"14-12-2015","Brexit Immigration",3,67
14dec2015,"14-12-2015","Brexit Other",3,67
14dec2015,"14-12-2015","Brexit Politics,Brexit Immigration",1,67
14dec2015,"14-12-2015","Climate",18,67
14dec2015,"14-12-2015","Other",42,67
15dec2015,"15-12-2015","Brexit Immigration",3,66
15dec2015,"15-12-2015","Brexit Other",6,66
15dec2015,"15-12-2015","Brexit Politics",3,66
15dec2015,"15-12-2015","Climate",13,66
15dec2015,"15-12-2015","Climate,Brexit",2,66
15dec2015,"15-12-2015","Other",39,66
16dec2015,"16-12-2015","Brexit Immigration",2,65
16dec2015,"16-12-2015","Brexit Other",7,65
16dec2015,"16-12-2015","Brexit Politics",1,65
16dec2015,"16-12-2015","Brexit Politics,Brexit Immigration",2,65
16dec2015,"16-12-2015","Climate",20,65
16dec2015,"16-12-2015","Other",33,65
17dec2015,"17-12-2015","Brexit Immigration",1,91
17dec2015,"17-12-2015","Brexit Other",6,91
17dec2015,"17-12-2015","Brexit Politics",3,91
17dec2015,"17-12-2015","Brexit Politics,Brexit Immigration",2,91
17dec2015,"17-12-2015","Climate",14,91
17dec2015,"17-12-2015","Climate,Brexit",7,91
17dec2015,"17-12-2015","Other",58,91
18dec2015,"18-12-2015","Brexit Immigration",3,70
18dec2015,"18-12-2015","Brexit Other",13,70
18dec2015,"18-12-2015","Brexit Politics",3,70
18dec2015,"18-12-2015","Brexit Politics,Brexit Immigration",1,70
18dec2015,"18-12-2015","Climate",12,70
18dec2015,"18-12-2015","Climate,Brexit",1,70
18dec2015,"18-12-2015","Other",37,70
19dec2015,"19-12-2015","Brexit Immigration",1,53
19dec2015,"19-12-2015","Brexit Other",3,53
19dec2015,"19-12-2015","Brexit Politics",3,53
19dec2015,"19-12-2015","Climate",11,53
19dec2015,"19-12-2015","Climate,Brexit",2,53
19dec2015,"19-12-2015","Other",33,53
20dec2015,"20-12-2015","Brexit Business",3,57
20dec2015,"20-12-2015","Brexit Immigration",1,57
20dec2015,"20-12-2015","Brexit Other",8,57
20dec2015,"20-12-2015","Climate",3,57
20dec2015,"20-12-2015","Other",42,57
21dec2015,"21-12-2015","Brexit Other",4,43
21dec2015,"21-12-2015","Brexit Politics",2,43
21dec2015,"21-12-2015","Brexit Politics,Brexit Immigration",1,43
21dec2015,"21-12-2015","Climate",5,43
21dec2015,"21-12-2015","Climate,Brexit",2,43
21dec2015,"21-12-2015","Other",29,43
22dec2015,"22-12-2015","Brexit Other",7,44
22dec2015,"22-12-2015","Brexit Politics",2,44
22dec2015,"22-12-2015","Climate",3,44
22dec2015,"22-12-2015","Climate,Brexit",3,44
22dec2015,"22-12-2015","Other",29,44
23dec2015,"23-12-2015","Brexit Business,Brexit Politics",3,51
23dec2015,"23-12-2015","Brexit Immigration",2,51
23dec2015,"23-12-2015","Brexit Other",7,51
23dec2015,"23-12-2015","Brexit Politics",1,51
23dec2015,"23-12-2015","Climate",11,51
23dec2015,"23-12-2015","Climate,Brexit",1,51
23dec2015,"23-12-2015","Other",26,51
24dec2015,"24-12-2015","Brexit Business,Brexit Politics",1,40
24dec2015,"24-12-2015","Brexit Immigration",2,40
24dec2015,"24-12-2015","Brexit Other",4,40
24dec2015,"24-12-2015","Brexit Politics",1,40
24dec2015,"24-12-2015","Climate",5,40
24dec2015,"24-12-2015","Climate,Brexit",2,40
24dec2015,"24-12-2015","Other",25,40
25dec2015,"25-12-2015","Brexit Business,Brexit Immigration",1,14
25dec2015,"25-12-2015","Brexit Other",2,14
25dec2015,"25-12-2015","Climate",2,14
25dec2015,"25-12-2015","Climate,Brexit",1,14
25dec2015,"25-12-2015","Other",8,14
26dec2015,"26-12-2015","Brexit Business,Brexit Politics",1,31
26dec2015,"26-12-2015","Brexit Immigration",1,31
26dec2015,"26-12-2015","Brexit Other",1,31
26dec2015,"26-12-2015","Climate",7,31
26dec2015,"26-12-2015","Climate,Brexit",1,31
26dec2015,"26-12-2015","Other",20,31
27dec2015,"27-12-2015","",1,41
27dec2015,"27-12-2015","Brexit Other",2,41
27dec2015,"27-12-2015","Brexit Politics",5,41
27dec2015,"27-12-2015","Climate",8,41
27dec2015,"27-12-2015","Climate,Brexit",1,41
27dec2015,"27-12-2015","Other",24,41
28dec2015,"28-12-2015","Brexit Politics",1,30
28dec2015,"28-12-2015","Climate",7,30
28dec2015,"28-12-2015","Climate,Brexit",1,30
28dec2015,"28-12-2015","Other",21,30
29dec2015,"29-12-2015","Brexit Other",4,32
29dec2015,"29-12-2015","Brexit Politics",1,32
29dec2015,"29-12-2015","Climate",11,32
29dec2015,"29-12-2015","Other",16,32
30dec2015,"30-12-2015","Brexit Immigration",1,44
30dec2015,"30-12-2015","Brexit Other",2,44
30dec2015,"30-12-2015","Brexit Politics",2,44
30dec2015,"30-12-2015","Climate",16,44
30dec2015,"30-12-2015","Other",23,44
31dec2015,"31-12-2015","Brexit Other",3,35
31dec2015,"31-12-2015","Brexit Politics,Brexit Immigration",1,35
31dec2015,"31-12-2015","Climate",10,35
31dec2015,"31-12-2015","Other",21,35
01jan2016,"1-1-2016","Brexit Business",1,31
01jan2016,"1-1-2016","Brexit Immigration",1,31
01jan2016,"1-1-2016","Brexit Other",1,31
01jan2016,"1-1-2016","Brexit Politics",1,31
01jan2016,"1-1-2016","Climate",6,31
01jan2016,"1-1-2016","Other",21,31
02jan2016,"2-1-2016","Brexit Immigration",1,32
02jan2016,"2-1-2016","Brexit Other",1,32
02jan2016,"2-1-2016","Brexit Politics",1,32
02jan2016,"2-1-2016","Climate",4,32
02jan2016,"2-1-2016","Other",25,32
03jan2016,"3-1-2016","",1,49
03jan2016,"3-1-2016","Brexit Business",2,49
03jan2016,"3-1-2016","Brexit Other",2,49
03jan2016,"3-1-2016","Brexit Politics",2,49
03jan2016,"3-1-2016","Climate",6,49
03jan2016,"3-1-2016","Climate,Brexit",1,49
03jan2016,"3-1-2016","Other",35,49
04jan2016,"4-1-2016","Brexit Other",5,52
04jan2016,"4-1-2016","Brexit Politics",1,52
04jan2016,"4-1-2016","Climate",14,52
04jan2016,"4-1-2016","Climate,Brexit",1,52
04jan2016,"4-1-2016","Other",31,52
05jan2016,"5-1-2016","Brexit Business",1,67
05jan2016,"5-1-2016","Brexit Other",13,67
05jan2016,"5-1-2016","Brexit Politics",4,67
05jan2016,"5-1-2016","Climate",14,67
05jan2016,"5-1-2016","Other",35,67
06jan2016,"6-1-2016","Brexit Business,Brexit Immigration",1,68
06jan2016,"6-1-2016","Brexit Immigration",1,68
06jan2016,"6-1-2016","Brexit Other",3,68
06jan2016,"6-1-2016","Brexit Politics",4,68
06jan2016,"6-1-2016","Climate",7,68
06jan2016,"6-1-2016","Climate,Brexit",1,68
06jan2016,"6-1-2016","Other",51,68
07jan2016,"7-1-2016","Brexit Business",2,74
07jan2016,"7-1-2016","Brexit Other",4,74
07jan2016,"7-1-2016","Brexit Politics",4,74
07jan2016,"7-1-2016","Climate",13,74
07jan2016,"7-1-2016","Climate,Brexit",2,74
07jan2016,"7-1-2016","Other",49,74
08jan2016,"8-1-2016","Brexit Immigration",1,60
08jan2016,"8-1-2016","Brexit Other",3,60
08jan2016,"8-1-2016","Brexit Politics",4,60
08jan2016,"8-1-2016","Climate",6,60
08jan2016,"8-1-2016","Other",46,60
09jan2016,"9-1-2016","Brexit Other",2,36
09jan2016,"9-1-2016","Brexit Politics",2,36
09jan2016,"9-1-2016","Climate",8,36
09jan2016,"9-1-2016","Other",24,36
10jan2016,"10-1-2016","Brexit Business",1,51
10jan2016,"10-1-2016","Brexit Other",7,51
10jan2016,"10-1-2016","Brexit Politics",4,51
10jan2016,"10-1-2016","Climate",8,51
10jan2016,"10-1-2016","Other",31,51
11jan2016,"11-1-2016","Brexit Business",1,72
11jan2016,"11-1-2016","Brexit Immigration",1,72
11jan2016,"11-1-2016","Brexit Other",3,72
11jan2016,"11-1-2016","Brexit Politics",5,72
11jan2016,"11-1-2016","Climate",15,72
11jan2016,"11-1-2016","Climate,Brexit",1,72
11jan2016,"11-1-2016","Other",46,72
12jan2016,"12-1-2016","Brexit Business,Brexit Politics",1,52
12jan2016,"12-1-2016","Brexit Other",3,52
12jan2016,"12-1-2016","Brexit Politics",3,52
12jan2016,"12-1-2016","Climate",12,52
12jan2016,"12-1-2016","Other",33,52
13jan2016,"13-1-2016","Brexit Business,Brexit Politics",1,53
13jan2016,"13-1-2016","Brexit Other",7,53
13jan2016,"13-1-2016","Brexit Politics",2,53
13jan2016,"13-1-2016","Climate",7,53
13jan2016,"13-1-2016","Climate,Brexit",2,53
13jan2016,"13-1-2016","Other",34,53
14jan2016,"14-1-2016","Brexit Business",1,75
14jan2016,"14-1-2016","Brexit Business,Brexit Politics",1,75
14jan2016,"14-1-2016","Brexit Immigration",2,75
14jan2016,"14-1-2016","Brexit Other",14,75
14jan2016,"14-1-2016","Brexit Politics",1,75
14jan2016,"14-1-2016","Climate",11,75
14jan2016,"14-1-2016","Climate,Brexit",1,75
14jan2016,"14-1-2016","Other",44,75
15jan2016,"15-1-2016","Brexit Business",1,71
15jan2016,"15-1-2016","Brexit Immigration",3,71
15jan2016,"15-1-2016","Brexit Other",7,71
15jan2016,"15-1-2016","Brexit Politics",3,71
15jan2016,"15-1-2016","Climate",14,71
15jan2016,"15-1-2016","Climate,Brexit",1,71
15jan2016,"15-1-2016","Other",42,71
16jan2016,"16-1-2016","Brexit Immigration",3,34
16jan2016,"16-1-2016","Brexit Other",3,34
16jan2016,"16-1-2016","Brexit Politics",2,34
16jan2016,"16-1-2016","Brexit Politics,Brexit Immigration",1,34
16jan2016,"16-1-2016","Climate",8,34
16jan2016,"16-1-2016","Other",17,34
17jan2016,"17-1-2016","Brexit Other",8,57
17jan2016,"17-1-2016","Brexit Politics",4,57
17jan2016,"17-1-2016","Climate",7,57
17jan2016,"17-1-2016","Other",38,57
18jan2016,"18-1-2016","Brexit Business",3,62
18jan2016,"18-1-2016","Brexit Business,Brexit Immigration",1,62
18jan2016,"18-1-2016","Brexit Immigration",1,62
18jan2016,"18-1-2016","Brexit Other",7,62
18jan2016,"18-1-2016","Brexit Politics",2,62
18jan2016,"18-1-2016","Climate",12,62
18jan2016,"18-1-2016","Climate,Brexit",1,62
18jan2016,"18-1-2016","Other",35,62
19jan2016,"19-1-2016","Brexit Immigration",3,66
19jan2016,"19-1-2016","Brexit Other",2,66
19jan2016,"19-1-2016","Brexit Politics",2,66
19jan2016,"19-1-2016","Climate",14,66
19jan2016,"19-1-2016","Climate,Brexit",2,66
19jan2016,"19-1-2016","Other",43,66
20jan2016,"20-1-2016","Brexit Business,Brexit Politics,Brexit Immigration",2,75
20jan2016,"20-1-2016","Brexit Immigration",2,75
20jan2016,"20-1-2016","Brexit Other",11,75
20jan2016,"20-1-2016","Brexit Politics",1,75
20jan2016,"20-1-2016","Climate",12,75
20jan2016,"20-1-2016","Climate,Brexit",2,75
20jan2016,"20-1-2016","Other",45,75
21jan2016,"21-1-2016","Brexit Business",3,68
21jan2016,"21-1-2016","Brexit Business,Brexit Immigration",1,68
21jan2016,"21-1-2016","Brexit Immigration",1,68
21jan2016,"21-1-2016","Brexit Other",9,68
21jan2016,"21-1-2016","Brexit Politics",3,68
21jan2016,"21-1-2016","Brexit Politics,Brexit Immigration",1,68
21jan2016,"21-1-2016","Climate",4,68
21jan2016,"21-1-2016","Climate,Brexit",2,68
21jan2016,"21-1-2016","Other",44,68
22jan2016,"22-1-2016","Brexit Business",1,68
22jan2016,"22-1-2016","Brexit Business,Brexit Immigration",1,68
22jan2016,"22-1-2016","Brexit Business,Brexit Politics",1,68
22jan2016,"22-1-2016","Brexit Immigration",1,68
22jan2016,"22-1-2016","Brexit Other",10,68
22jan2016,"22-1-2016","Brexit Politics",3,68
22jan2016,"22-1-2016","Brexit Politics,Brexit Immigration",3,68
22jan2016,"22-1-2016","Climate",12,68
22jan2016,"22-1-2016","Climate,Brexit",2,68
22jan2016,"22-1-2016","Other",34,68
23jan2016,"23-1-2016","Brexit Business,Brexit Immigration",1,58
23jan2016,"23-1-2016","Brexit Business,Brexit Politics,Brexit Immigration",1,58
23jan2016,"23-1-2016","Brexit Immigration",4,58
23jan2016,"23-1-2016","Brexit Other",3,58
23jan2016,"23-1-2016","Brexit Politics,Brexit Immigration",1,58
23jan2016,"23-1-2016","Climate",13,58
23jan2016,"23-1-2016","Other",35,58
24jan2016,"24-1-2016","Brexit Other",10,73
24jan2016,"24-1-2016","Brexit Politics",1,73
24jan2016,"24-1-2016","Climate",10,73
24jan2016,"24-1-2016","Other",52,73
25jan2016,"25-1-2016","Brexit Business",1,77
25jan2016,"25-1-2016","Brexit Immigration",3,77
25jan2016,"25-1-2016","Brexit Other",11,77
25jan2016,"25-1-2016","Brexit Politics",3,77
25jan2016,"25-1-2016","Brexit Politics,Brexit Immigration",1,77
25jan2016,"25-1-2016","Climate",14,77
25jan2016,"25-1-2016","Climate,Brexit",1,77
25jan2016,"25-1-2016","Other",43,77
26jan2016,"26-1-2016","Brexit Immigration",3,84
26jan2016,"26-1-2016","Brexit Other",12,84
26jan2016,"26-1-2016","Brexit Politics",3,84
26jan2016,"26-1-2016","Climate",12,84
26jan2016,"26-1-2016","Climate,Brexit",1,84
26jan2016,"26-1-2016","Other",53,84
27jan2016,"27-1-2016","Brexit Business",1,102
27jan2016,"27-1-2016","Brexit Immigration",1,102
27jan2016,"27-1-2016","Brexit Other",16,102
27jan2016,"27-1-2016","Brexit Politics",1,102
27jan2016,"27-1-2016","Brexit Politics,Brexit Immigration",1,102
27jan2016,"27-1-2016","Climate",15,102
27jan2016,"27-1-2016","Climate,Brexit",5,102
27jan2016,"27-1-2016","Other",62,102
28jan2016,"28-1-2016","Brexit Business",1,99
28jan2016,"28-1-2016","Brexit Business,Brexit Politics",1,99
28jan2016,"28-1-2016","Brexit Immigration",2,99
28jan2016,"28-1-2016","Brexit Other",6,99
28jan2016,"28-1-2016","Brexit Politics",6,99
28jan2016,"28-1-2016","Climate",17,99
28jan2016,"28-1-2016","Climate,Brexit",2,99
28jan2016,"28-1-2016","Other",64,99
29jan2016,"29-1-2016","Brexit Business",1,71
29jan2016,"29-1-2016","Brexit Other",6,71
29jan2016,"29-1-2016","Brexit Politics",5,71
29jan2016,"29-1-2016","Brexit Politics,Brexit Immigration",3,71
29jan2016,"29-1-2016","Climate",9,71
29jan2016,"29-1-2016","Other",47,71
30jan2016,"30-1-2016","Brexit Immigration",1,61
30jan2016,"30-1-2016","Brexit Politics",1,61
30jan2016,"30-1-2016","Brexit Politics,Brexit Immigration",1,61
30jan2016,"30-1-2016","Climate",7,61
30jan2016,"30-1-2016","Climate,Brexit",2,61
30jan2016,"30-1-2016","Other",49,61
31jan2016,"31-1-2016","Brexit Business",2,53
31jan2016,"31-1-2016","Brexit Immigration",1,53
31jan2016,"31-1-2016","Brexit Other",5,53
31jan2016,"31-1-2016","Brexit Politics",1,53
31jan2016,"31-1-2016","Climate",2,53
31jan2016,"31-1-2016","Climate,Brexit",2,53
31jan2016,"31-1-2016","Other",40,53
01feb2016,"1-2-2016","Brexit Business",1,75
01feb2016,"1-2-2016","Brexit Business,Brexit Immigration",1,75
01feb2016,"1-2-2016","Brexit Other",15,75
01feb2016,"1-2-2016","Brexit Politics",2,75
