date1,date,text_classification,stories,total_stories
27sep2015,"27-9-2015","Climate",26,34
27sep2015,"27-9-2015","Climate,Brexit",3,34
27sep2015,"27-9-2015","Other",3,34
28sep2015,"28-9-2015","Brexit Business",1,48
28sep2015,"28-9-2015","Brexit Business,Brexit Politics",1,48
28sep2015,"28-9-2015","Brexit Politics",3,48
28sep2015,"28-9-2015","Brexit Politics,Brexit Immigration",1,48
28sep2015,"28-9-2015","Climate",32,48
28sep2015,"28-9-2015","Climate,Brexit",6,48
28sep2015,"28-9-2015","Other",4,48
29sep2015,"29-9-2015","Brexit Business",2,37
29sep2015,"29-9-2015","Brexit Business,Brexit Politics",2,37
29sep2015,"29-9-2015","Brexit Politics",3,37
29sep2015,"29-9-2015","Brexit Politics,Brexit Immigration",1,37
29sep2015,"29-9-2015","Climate",21,37
29sep2015,"29-9-2015","Climate,Brexit",5,37
29sep2015,"29-9-2015","Other",3,37
30sep2015,"30-9-2015","Brexit Business",1,32
30sep2015,"30-9-2015","Brexit Immigration",1,32
30sep2015,"30-9-2015","Brexit Politics",2,32
30sep2015,"30-9-2015","Climate",23,32
30sep2015,"30-9-2015","Climate,Brexit",3,32
30sep2015,"30-9-2015","Other",2,32
01oct2015,"1-10-2015","Brexit Business",4,50
01oct2015,"1-10-2015","Brexit Business,Brexit Politics",3,50
01oct2015,"1-10-2015","Brexit Politics",4,50
01oct2015,"1-10-2015","Climate",27,50
01oct2015,"1-10-2015","Climate,Brexit",3,50
01oct2015,"1-10-2015","Other",9,50
02oct2015,"2-10-2015","Brexit Business",1,46
02oct2015,"2-10-2015","Brexit Business,Brexit Politics",3,46
02oct2015,"2-10-2015","Brexit Politics",4,46
02oct2015,"2-10-2015","Climate",27,46
02oct2015,"2-10-2015","Climate,Brexit",3,46
02oct2015,"2-10-2015","Other",8,46
03oct2015,"3-10-2015","Brexit Business",1,33
03oct2015,"3-10-2015","Brexit Business,Brexit Politics",2,33
03oct2015,"3-10-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,33
03oct2015,"3-10-2015","Brexit Other",1,33
03oct2015,"3-10-2015","Brexit Politics",5,33
03oct2015,"3-10-2015","Climate",17,33
03oct2015,"3-10-2015","Climate,Brexit",3,33
03oct2015,"3-10-2015","Other",3,33
04oct2015,"4-10-2015","Brexit Business",1,44
04oct2015,"4-10-2015","Brexit Politics",7,44
04oct2015,"4-10-2015","Climate",27,44
04oct2015,"4-10-2015","Climate,Brexit",8,44
04oct2015,"4-10-2015","Other",1,44
05oct2015,"5-10-2015","Brexit Business",1,40
05oct2015,"5-10-2015","Brexit Immigration",1,40
05oct2015,"5-10-2015","Brexit Other",1,40
05oct2015,"5-10-2015","Brexit Politics",4,40
05oct2015,"5-10-2015","Climate",23,40
05oct2015,"5-10-2015","Climate,Brexit",8,40
05oct2015,"5-10-2015","Other",2,40
06oct2015,"6-10-2015","Brexit Business,Brexit Politics",1,49
06oct2015,"6-10-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,49
06oct2015,"6-10-2015","Brexit Immigration",3,49
06oct2015,"6-10-2015","Brexit Politics",4,49
06oct2015,"6-10-2015","Brexit Politics,Brexit Immigration",1,49
06oct2015,"6-10-2015","Climate",22,49
06oct2015,"6-10-2015","Climate,Brexit",11,49
06oct2015,"6-10-2015","Other",6,49
07oct2015,"7-10-2015","Brexit Business",2,57
07oct2015,"7-10-2015","Brexit Business,Brexit Politics",1,57
07oct2015,"7-10-2015","Brexit Other",1,57
07oct2015,"7-10-2015","Brexit Politics",1,57
07oct2015,"7-10-2015","Brexit Politics,Brexit Immigration",1,57
07oct2015,"7-10-2015","Climate",38,57
07oct2015,"7-10-2015","Climate,Brexit",10,57
07oct2015,"7-10-2015","Other",3,57
08oct2015,"8-10-2015","Brexit Business",2,38
08oct2015,"8-10-2015","Brexit Politics",5,38
08oct2015,"8-10-2015","Brexit Politics,Brexit Immigration",1,38
08oct2015,"8-10-2015","Climate",21,38
08oct2015,"8-10-2015","Climate,Brexit",3,38
08oct2015,"8-10-2015","Other",6,38
09oct2015,"9-10-2015","",1,42
09oct2015,"9-10-2015","Brexit Business",1,42
09oct2015,"9-10-2015","Brexit Business,Brexit Immigration",1,42
09oct2015,"9-10-2015","Brexit Business,Brexit Politics",3,42
09oct2015,"9-10-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,42
09oct2015,"9-10-2015","Brexit Other",2,42
09oct2015,"9-10-2015","Brexit Politics",2,42
09oct2015,"9-10-2015","Climate",22,42
09oct2015,"9-10-2015","Climate,Brexit",4,42
09oct2015,"9-10-2015","Other",5,42
10oct2015,"10-10-2015","Brexit Business,Brexit Politics",2,28
10oct2015,"10-10-2015","Brexit Other",1,28
10oct2015,"10-10-2015","Brexit Politics",2,28
10oct2015,"10-10-2015","Climate",18,28
10oct2015,"10-10-2015","Climate,Brexit",4,28
10oct2015,"10-10-2015","Other",1,28
11oct2015,"11-10-2015","Brexit Business",1,55
11oct2015,"11-10-2015","Brexit Politics",6,55
11oct2015,"11-10-2015","Climate",36,55
11oct2015,"11-10-2015","Climate,Brexit",8,55
11oct2015,"11-10-2015","Other",4,55
12oct2015,"12-10-2015","Brexit Business",1,50
12oct2015,"12-10-2015","Brexit Business,Brexit Politics",3,50
12oct2015,"12-10-2015","Brexit Immigration",1,50
12oct2015,"12-10-2015","Brexit Other",1,50
12oct2015,"12-10-2015","Brexit Politics",4,50
12oct2015,"12-10-2015","Climate",28,50
12oct2015,"12-10-2015","Climate,Brexit",8,50
12oct2015,"12-10-2015","Other",4,50
13oct2015,"13-10-2015","Brexit Business,Brexit Politics",2,37
13oct2015,"13-10-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,37
13oct2015,"13-10-2015","Brexit Immigration",1,37
13oct2015,"13-10-2015","Brexit Politics",1,37
13oct2015,"13-10-2015","Climate",26,37
13oct2015,"13-10-2015","Climate,Brexit",4,37
13oct2015,"13-10-2015","Other",2,37
14oct2015,"14-10-2015","Brexit Business,Brexit Politics",1,53
14oct2015,"14-10-2015","Brexit Politics",3,53
14oct2015,"14-10-2015","Climate",35,53
14oct2015,"14-10-2015","Climate,Brexit",7,53
14oct2015,"14-10-2015","Other",7,53
15oct2015,"15-10-2015","Brexit Business",1,61
15oct2015,"15-10-2015","Brexit Business,Brexit Politics",1,61
15oct2015,"15-10-2015","Brexit Immigration",2,61
15oct2015,"15-10-2015","Brexit Other",1,61
15oct2015,"15-10-2015","Brexit Politics",1,61
15oct2015,"15-10-2015","Climate",40,61
15oct2015,"15-10-2015","Climate,Brexit",5,61
15oct2015,"15-10-2015","Other",10,61
16oct2015,"16-10-2015","Brexit Business",2,42
16oct2015,"16-10-2015","Brexit Immigration",1,42
16oct2015,"16-10-2015","Brexit Politics",4,42
16oct2015,"16-10-2015","Brexit Politics,Brexit Immigration",1,42
16oct2015,"16-10-2015","Climate",24,42
16oct2015,"16-10-2015","Climate,Brexit",4,42
16oct2015,"16-10-2015","Other",6,42
17oct2015,"17-10-2015","Brexit Politics",1,28
17oct2015,"17-10-2015","Brexit Politics,Brexit Immigration",1,28
17oct2015,"17-10-2015","Climate",18,28
17oct2015,"17-10-2015","Climate,Brexit",4,28
17oct2015,"17-10-2015","Other",4,28
18oct2015,"18-10-2015","Brexit Business",2,32
18oct2015,"18-10-2015","Brexit Politics",4,32
18oct2015,"18-10-2015","Climate",17,32
18oct2015,"18-10-2015","Climate,Brexit",5,32
18oct2015,"18-10-2015","Other",4,32
19oct2015,"19-10-2015","Brexit Politics",1,35
19oct2015,"19-10-2015","Climate",26,35
19oct2015,"19-10-2015","Other",8,35
20oct2015,"20-10-2015","Brexit Business",3,38
20oct2015,"20-10-2015","Brexit Business,Brexit Immigration",1,38
20oct2015,"20-10-2015","Brexit Business,Brexit Politics",1,38
20oct2015,"20-10-2015","Brexit Politics",3,38
20oct2015,"20-10-2015","Brexit Politics,Brexit Immigration",1,38
20oct2015,"20-10-2015","Climate",24,38
20oct2015,"20-10-2015","Climate,Brexit",3,38
20oct2015,"20-10-2015","Other",2,38
21oct2015,"21-10-2015","Brexit Business",1,37
21oct2015,"21-10-2015","Brexit Business,Brexit Immigration",2,37
21oct2015,"21-10-2015","Brexit Business,Brexit Politics",1,37
21oct2015,"21-10-2015","Brexit Other",1,37
21oct2015,"21-10-2015","Brexit Politics",3,37
21oct2015,"21-10-2015","Climate",17,37
21oct2015,"21-10-2015","Climate,Brexit",6,37
21oct2015,"21-10-2015","Other",6,37
22oct2015,"22-10-2015","",1,42
22oct2015,"22-10-2015","Brexit Business",3,42
22oct2015,"22-10-2015","Brexit Business,Brexit Politics",1,42
22oct2015,"22-10-2015","Brexit Politics",6,42
22oct2015,"22-10-2015","Brexit Politics,Brexit Immigration",1,42
22oct2015,"22-10-2015","Climate",19,42
22oct2015,"22-10-2015","Climate,Brexit",8,42
22oct2015,"22-10-2015","Other",3,42
23oct2015,"23-10-2015","Brexit Business",1,35
23oct2015,"23-10-2015","Brexit Other",2,35
23oct2015,"23-10-2015","Brexit Politics",4,35
23oct2015,"23-10-2015","Climate",21,35
23oct2015,"23-10-2015","Climate,Brexit",5,35
23oct2015,"23-10-2015","Other",2,35
24oct2015,"24-10-2015","Brexit Business",2,31
24oct2015,"24-10-2015","Brexit Politics",4,31
24oct2015,"24-10-2015","Climate",17,31
24oct2015,"24-10-2015","Climate,Brexit",6,31
24oct2015,"24-10-2015","Other",2,31
25oct2015,"25-10-2015","Brexit Business",1,32
25oct2015,"25-10-2015","Brexit Business,Brexit Politics",1,32
25oct2015,"25-10-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,32
25oct2015,"25-10-2015","Brexit Politics",3,32
25oct2015,"25-10-2015","Climate",21,32
25oct2015,"25-10-2015","Climate,Brexit",4,32
25oct2015,"25-10-2015","Other",1,32
26oct2015,"26-10-2015","Brexit Business",2,34
26oct2015,"26-10-2015","Brexit Immigration",1,34
26oct2015,"26-10-2015","Brexit Other",1,34
26oct2015,"26-10-2015","Brexit Politics",5,34
26oct2015,"26-10-2015","Climate",17,34
26oct2015,"26-10-2015","Climate,Brexit",6,34
26oct2015,"26-10-2015","Other",2,34
27oct2015,"27-10-2015","Brexit Business",2,34
27oct2015,"27-10-2015","Brexit Business,Brexit Politics",1,34
27oct2015,"27-10-2015","Brexit Immigration",1,34
27oct2015,"27-10-2015","Brexit Politics",5,34
27oct2015,"27-10-2015","Climate",19,34
27oct2015,"27-10-2015","Climate,Brexit",3,34
27oct2015,"27-10-2015","Other",3,34
28oct2015,"28-10-2015","Brexit Business",4,49
28oct2015,"28-10-2015","Brexit Politics",3,49
28oct2015,"28-10-2015","Climate",26,49
28oct2015,"28-10-2015","Climate,Brexit",10,49
28oct2015,"28-10-2015","Other",6,49
29oct2015,"29-10-2015","Brexit Business",2,48
29oct2015,"29-10-2015","Brexit Business,Brexit Politics",1,48
29oct2015,"29-10-2015","Brexit Politics",5,48
29oct2015,"29-10-2015","Climate",25,48
29oct2015,"29-10-2015","Climate,Brexit",12,48
29oct2015,"29-10-2015","Other",3,48
30oct2015,"30-10-2015","Brexit Business,Brexit Politics",1,41
30oct2015,"30-10-2015","Brexit Immigration",1,41
30oct2015,"30-10-2015","Brexit Other",1,41
30oct2015,"30-10-2015","Brexit Politics",6,41
30oct2015,"30-10-2015","Climate",18,41
30oct2015,"30-10-2015","Climate,Brexit",5,41
30oct2015,"30-10-2015","Other",9,41
31oct2015,"31-10-2015","Brexit Business",1,19
31oct2015,"31-10-2015","Brexit Business,Brexit Politics",1,19
31oct2015,"31-10-2015","Brexit Other",2,19
31oct2015,"31-10-2015","Brexit Politics",1,19
31oct2015,"31-10-2015","Climate",10,19
31oct2015,"31-10-2015","Climate,Brexit",4,19
01nov2015,"1-11-2015","Brexit Business",1,27
01nov2015,"1-11-2015","Brexit Business,Brexit Politics",1,27
01nov2015,"1-11-2015","Brexit Other",2,27
01nov2015,"1-11-2015","Brexit Politics",1,27
01nov2015,"1-11-2015","Climate",17,27
01nov2015,"1-11-2015","Climate,Brexit",2,27
01nov2015,"1-11-2015","Other",3,27
02nov2015,"2-11-2015","Brexit Business",1,38
02nov2015,"2-11-2015","Brexit Business,Brexit Politics",2,38
02nov2015,"2-11-2015","Brexit Other",1,38
02nov2015,"2-11-2015","Brexit Politics",4,38
02nov2015,"2-11-2015","Brexit Politics,Brexit Immigration",1,38
02nov2015,"2-11-2015","Climate",22,38
02nov2015,"2-11-2015","Climate,Brexit",4,38
02nov2015,"2-11-2015","Other",3,38
03nov2015,"3-11-2015","Brexit Business",2,47
03nov2015,"3-11-2015","Brexit Business,Brexit Politics",1,47
03nov2015,"3-11-2015","Brexit Immigration",1,47
03nov2015,"3-11-2015","Brexit Other",1,47
03nov2015,"3-11-2015","Brexit Politics",1,47
03nov2015,"3-11-2015","Climate",22,47
03nov2015,"3-11-2015","Climate,Brexit",15,47
03nov2015,"3-11-2015","Other",4,47
04nov2015,"4-11-2015","Brexit Business",2,36
04nov2015,"4-11-2015","Brexit Business,Brexit Politics",1,36
04nov2015,"4-11-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,36
04nov2015,"4-11-2015","Brexit Immigration",1,36
04nov2015,"4-11-2015","Brexit Politics",3,36
04nov2015,"4-11-2015","Brexit Politics,Brexit Immigration",1,36
04nov2015,"4-11-2015","Climate",22,36
04nov2015,"4-11-2015","Climate,Brexit",3,36
04nov2015,"4-11-2015","Other",2,36
05nov2015,"5-11-2015","Brexit Business",5,40
05nov2015,"5-11-2015","Brexit Business,Brexit Immigration",1,40
05nov2015,"5-11-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,40
05nov2015,"5-11-2015","Brexit Immigration",1,40
05nov2015,"5-11-2015","Climate",20,40
05nov2015,"5-11-2015","Climate,Brexit",6,40
05nov2015,"5-11-2015","Other",6,40
06nov2015,"6-11-2015","Brexit Business",3,36
06nov2015,"6-11-2015","Brexit Politics",1,36
06nov2015,"6-11-2015","Climate",24,36
06nov2015,"6-11-2015","Climate,Brexit",5,36
06nov2015,"6-11-2015","Other",3,36
07nov2015,"7-11-2015","Brexit Immigration",1,23
07nov2015,"7-11-2015","Brexit Politics",1,23
07nov2015,"7-11-2015","Climate",13,23
07nov2015,"7-11-2015","Climate,Brexit",5,23
07nov2015,"7-11-2015","Other",3,23
08nov2015,"8-11-2015","Brexit Business",1,44
08nov2015,"8-11-2015","Brexit Business,Brexit Politics",1,44
08nov2015,"8-11-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,44
08nov2015,"8-11-2015","Brexit Politics",3,44
08nov2015,"8-11-2015","Climate",23,44
08nov2015,"8-11-2015","Climate,Brexit",8,44
08nov2015,"8-11-2015","Other",7,44
09nov2015,"9-11-2015","Brexit Business",3,62
09nov2015,"9-11-2015","Brexit Business,Brexit Politics",4,62
09nov2015,"9-11-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,62
09nov2015,"9-11-2015","Brexit Immigration",1,62
09nov2015,"9-11-2015","Brexit Other",2,62
09nov2015,"9-11-2015","Brexit Politics",6,62
09nov2015,"9-11-2015","Climate",32,62
09nov2015,"9-11-2015","Climate,Brexit",7,62
09nov2015,"9-11-2015","Other",6,62
10nov2015,"10-11-2015","Brexit Business",4,61
10nov2015,"10-11-2015","Brexit Business,Brexit Politics",1,61
10nov2015,"10-11-2015","Brexit Business,Brexit Politics,Brexit Immigration",2,61
10nov2015,"10-11-2015","Brexit Immigration",1,61
10nov2015,"10-11-2015","Brexit Politics",12,61
10nov2015,"10-11-2015","Brexit Politics,Brexit Immigration",1,61
10nov2015,"10-11-2015","Climate",22,61
10nov2015,"10-11-2015","Climate,Brexit",10,61
10nov2015,"10-11-2015","Other",8,61
11nov2015,"11-11-2015","Brexit Business",1,54
11nov2015,"11-11-2015","Brexit Business,Brexit Immigration",1,54
11nov2015,"11-11-2015","Brexit Business,Brexit Politics",1,54
11nov2015,"11-11-2015","Brexit Other",1,54
11nov2015,"11-11-2015","Brexit Politics",5,54
11nov2015,"11-11-2015","Brexit Politics,Brexit Immigration",2,54
11nov2015,"11-11-2015","Climate",27,54
11nov2015,"11-11-2015","Climate,Brexit",10,54
11nov2015,"11-11-2015","Other",6,54
12nov2015,"12-11-2015","Brexit Business",2,52
12nov2015,"12-11-2015","Brexit Business,Brexit Immigration",1,52
12nov2015,"12-11-2015","Brexit Immigration",2,52
12nov2015,"12-11-2015","Brexit Other",1,52
12nov2015,"12-11-2015","Brexit Politics",5,52
12nov2015,"12-11-2015","Climate",23,52
12nov2015,"12-11-2015","Climate,Brexit",7,52
12nov2015,"12-11-2015","Other",11,52
13nov2015,"13-11-2015","Brexit Business",3,46
13nov2015,"13-11-2015","Brexit Business,Brexit Immigration",1,46
13nov2015,"13-11-2015","Brexit Business,Brexit Politics",1,46
13nov2015,"13-11-2015","Brexit Other",1,46
13nov2015,"13-11-2015","Brexit Politics",8,46
13nov2015,"13-11-2015","Climate",24,46
13nov2015,"13-11-2015","Climate,Brexit",3,46
13nov2015,"13-11-2015","Other",5,46
14nov2015,"14-11-2015","Brexit Business",1,32
14nov2015,"14-11-2015","Brexit Business,Brexit Politics",1,32
14nov2015,"14-11-2015","Brexit Immigration",1,32
14nov2015,"14-11-2015","Brexit Politics",3,32
14nov2015,"14-11-2015","Climate",19,32
14nov2015,"14-11-2015","Climate,Brexit",4,32
14nov2015,"14-11-2015","Other",3,32
15nov2015,"15-11-2015","Brexit Business",2,41
15nov2015,"15-11-2015","Brexit Business,Brexit Immigration",1,41
15nov2015,"15-11-2015","Climate",26,41
15nov2015,"15-11-2015","Climate,Brexit",7,41
15nov2015,"15-11-2015","Other",5,41
16nov2015,"16-11-2015","Brexit Business",2,36
16nov2015,"16-11-2015","Brexit Business,Brexit Immigration",2,36
16nov2015,"16-11-2015","Brexit Other",3,36
16nov2015,"16-11-2015","Brexit Politics",3,36
16nov2015,"16-11-2015","Brexit Politics,Brexit Immigration",1,36
16nov2015,"16-11-2015","Climate",19,36
16nov2015,"16-11-2015","Climate,Brexit",4,36
16nov2015,"16-11-2015","Other",2,36
17nov2015,"17-11-2015","Brexit Business",1,40
17nov2015,"17-11-2015","Brexit Politics",1,40
17nov2015,"17-11-2015","Brexit Politics,Brexit Immigration",1,40
17nov2015,"17-11-2015","Climate",27,40
17nov2015,"17-11-2015","Climate,Brexit",7,40
17nov2015,"17-11-2015","Other",3,40
18nov2015,"18-11-2015","Brexit Business,Brexit Politics",1,55
18nov2015,"18-11-2015","Brexit Immigration",1,55
18nov2015,"18-11-2015","Brexit Other",4,55
18nov2015,"18-11-2015","Brexit Politics",5,55
18nov2015,"18-11-2015","Climate",28,55
18nov2015,"18-11-2015","Climate,Brexit",11,55
18nov2015,"18-11-2015","Other",5,55
19nov2015,"19-11-2015","Brexit Politics",3,40
19nov2015,"19-11-2015","Climate",26,40
19nov2015,"19-11-2015","Climate,Brexit",9,40
19nov2015,"19-11-2015","Other",2,40
20nov2015,"20-11-2015","Brexit Immigration",1,53
20nov2015,"20-11-2015","Brexit Politics",5,53
20nov2015,"20-11-2015","Climate",38,53
20nov2015,"20-11-2015","Climate,Brexit",2,53
20nov2015,"20-11-2015","Other",7,53
21nov2015,"21-11-2015","Brexit Politics",2,25
21nov2015,"21-11-2015","Climate",19,25
21nov2015,"21-11-2015","Climate,Brexit",4,25
22nov2015,"22-11-2015","Brexit Business",2,26
22nov2015,"22-11-2015","Climate",17,26
22nov2015,"22-11-2015","Climate,Brexit",4,26
22nov2015,"22-11-2015","Other",3,26
23nov2015,"23-11-2015","Brexit Business",1,42
23nov2015,"23-11-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,42
23nov2015,"23-11-2015","Brexit Politics",1,42
23nov2015,"23-11-2015","Climate",27,42
23nov2015,"23-11-2015","Climate,Brexit",4,42
23nov2015,"23-11-2015","Other",8,42
24nov2015,"24-11-2015","Brexit Business",2,45
24nov2015,"24-11-2015","Brexit Business,Brexit Politics",2,45
24nov2015,"24-11-2015","Brexit Politics",2,45
24nov2015,"24-11-2015","Climate",34,45
24nov2015,"24-11-2015","Climate,Brexit",4,45
24nov2015,"24-11-2015","Other",1,45
25nov2015,"25-11-2015","",1,44
25nov2015,"25-11-2015","Brexit Business",1,44
25nov2015,"25-11-2015","Brexit Business,Brexit Immigration",1,44
25nov2015,"25-11-2015","Brexit Business,Brexit Politics",2,44
25nov2015,"25-11-2015","Brexit Politics",4,44
25nov2015,"25-11-2015","Climate",30,44
25nov2015,"25-11-2015","Other",5,44
26nov2015,"26-11-2015","Brexit Business",2,45
26nov2015,"26-11-2015","Brexit Immigration",1,45
26nov2015,"26-11-2015","Brexit Politics",3,45
26nov2015,"26-11-2015","Brexit Politics,Brexit Immigration",2,45
26nov2015,"26-11-2015","Climate",32,45
26nov2015,"26-11-2015","Climate,Brexit",2,45
26nov2015,"26-11-2015","Other",3,45
27nov2015,"27-11-2015","Brexit Business",1,44
27nov2015,"27-11-2015","Brexit Politics",3,44
27nov2015,"27-11-2015","Brexit Politics,Brexit Immigration",2,44
27nov2015,"27-11-2015","Climate",30,44
27nov2015,"27-11-2015","Climate,Brexit",3,44
27nov2015,"27-11-2015","Other",5,44
28nov2015,"28-11-2015","Climate",20,25
28nov2015,"28-11-2015","Climate,Brexit",1,25
28nov2015,"28-11-2015","Other",4,25
29nov2015,"29-11-2015","",1,57
29nov2015,"29-11-2015","Brexit Business",1,57
29nov2015,"29-11-2015","Brexit Business,Brexit Politics",2,57
29nov2015,"29-11-2015","Brexit Politics",2,57
29nov2015,"29-11-2015","Climate",42,57
29nov2015,"29-11-2015","Climate,Brexit",4,57
29nov2015,"29-11-2015","Other",5,57
30nov2015,"30-11-2015","Brexit Business",2,65
30nov2015,"30-11-2015","Brexit Business,Brexit Politics",1,65
30nov2015,"30-11-2015","Brexit Politics",1,65
30nov2015,"30-11-2015","Brexit Politics,Brexit Immigration",1,65
30nov2015,"30-11-2015","Climate",52,65
30nov2015,"30-11-2015","Climate,Brexit",6,65
30nov2015,"30-11-2015","Other",2,65
01dec2015,"1-12-2015","Brexit Business",1,64
01dec2015,"1-12-2015","Brexit Immigration",5,64
01dec2015,"1-12-2015","Brexit Politics",2,64
01dec2015,"1-12-2015","Climate",43,64
01dec2015,"1-12-2015","Climate,Brexit",5,64
01dec2015,"1-12-2015","Other",8,64
02dec2015,"2-12-2015","Brexit Business,Brexit Politics",1,56
02dec2015,"2-12-2015","Brexit Immigration",2,56
02dec2015,"2-12-2015","Brexit Other",1,56
02dec2015,"2-12-2015","Brexit Politics",4,56
02dec2015,"2-12-2015","Climate",36,56
02dec2015,"2-12-2015","Climate,Brexit",7,56
02dec2015,"2-12-2015","Other",5,56
03dec2015,"3-12-2015","Brexit Business",3,64
03dec2015,"3-12-2015","Brexit Business,Brexit Politics",1,64
03dec2015,"3-12-2015","Brexit Other",2,64
03dec2015,"3-12-2015","Brexit Politics",3,64
03dec2015,"3-12-2015","Brexit Politics,Brexit Immigration",2,64
03dec2015,"3-12-2015","Climate",35,64
03dec2015,"3-12-2015","Climate,Brexit",11,64
03dec2015,"3-12-2015","Other",7,64
04dec2015,"4-12-2015","",2,68
04dec2015,"4-12-2015","Brexit Business",4,68
04dec2015,"4-12-2015","Brexit Business,Brexit Immigration",1,68
04dec2015,"4-12-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,68
04dec2015,"4-12-2015","Brexit Immigration",1,68
04dec2015,"4-12-2015","Brexit Politics",3,68
04dec2015,"4-12-2015","Brexit Politics,Brexit Immigration",2,68
04dec2015,"4-12-2015","Climate",42,68
04dec2015,"4-12-2015","Climate,Brexit",6,68
04dec2015,"4-12-2015","Other",6,68
05dec2015,"5-12-2015","Brexit Business,Brexit Politics",2,42
05dec2015,"5-12-2015","Brexit Politics",1,42
05dec2015,"5-12-2015","Climate",31,42
05dec2015,"5-12-2015","Climate,Brexit",6,42
05dec2015,"5-12-2015","Other",2,42
06dec2015,"6-12-2015","Brexit Business",1,52
06dec2015,"6-12-2015","Brexit Other",1,52
06dec2015,"6-12-2015","Brexit Politics",3,52
06dec2015,"6-12-2015","Brexit Politics,Brexit Immigration",3,52
06dec2015,"6-12-2015","Climate",32,52
06dec2015,"6-12-2015","Climate,Brexit",4,52
06dec2015,"6-12-2015","Other",8,52
07dec2015,"7-12-2015","Brexit Business,Brexit Politics",2,64
07dec2015,"7-12-2015","Brexit Politics",2,64
07dec2015,"7-12-2015","Climate",47,64
07dec2015,"7-12-2015","Climate,Brexit",7,64
07dec2015,"7-12-2015","Other",6,64
08dec2015,"8-12-2015","Brexit Other",1,83
08dec2015,"8-12-2015","Brexit Politics",11,83
08dec2015,"8-12-2015","Climate",56,83
08dec2015,"8-12-2015","Climate,Brexit",7,83
08dec2015,"8-12-2015","Other",8,83
09dec2015,"9-12-2015","",1,92
09dec2015,"9-12-2015","Brexit Business",4,92
09dec2015,"9-12-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,92
09dec2015,"9-12-2015","Brexit Politics",5,92
09dec2015,"9-12-2015","Climate",65,92
09dec2015,"9-12-2015","Climate,Brexit",10,92
09dec2015,"9-12-2015","Other",6,92
10dec2015,"10-12-2015","Brexit Business",2,74
10dec2015,"10-12-2015","Brexit Business,Brexit Politics",1,74
10dec2015,"10-12-2015","Brexit Immigration",1,74
10dec2015,"10-12-2015","Brexit Politics",3,74
10dec2015,"10-12-2015","Climate",54,74
10dec2015,"10-12-2015","Climate,Brexit",13,74
11dec2015,"11-12-2015","Brexit Business",1,56
11dec2015,"11-12-2015","Brexit Business,Brexit Immigration",1,56
11dec2015,"11-12-2015","Brexit Business,Brexit Politics",3,56
11dec2015,"11-12-2015","Brexit Immigration",1,56
11dec2015,"11-12-2015","Brexit Politics",4,56
11dec2015,"11-12-2015","Climate",33,56
11dec2015,"11-12-2015","Climate,Brexit",8,56
11dec2015,"11-12-2015","Other",5,56
12dec2015,"12-12-2015","Brexit Business",2,46
12dec2015,"12-12-2015","Brexit Business,Brexit Politics",1,46
12dec2015,"12-12-2015","Brexit Other",1,46
12dec2015,"12-12-2015","Brexit Politics",2,46
12dec2015,"12-12-2015","Brexit Politics,Brexit Immigration",1,46
12dec2015,"12-12-2015","Climate",33,46
12dec2015,"12-12-2015","Climate,Brexit",3,46
12dec2015,"12-12-2015","Other",3,46
13dec2015,"13-12-2015","Brexit Business",2,60
13dec2015,"13-12-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,60
13dec2015,"13-12-2015","Brexit Politics",1,60
13dec2015,"13-12-2015","Climate",41,60
13dec2015,"13-12-2015","Climate,Brexit",11,60
13dec2015,"13-12-2015","Other",4,60
14dec2015,"14-12-2015","Brexit Business,Brexit Politics",1,67
14dec2015,"14-12-2015","Brexit Politics",7,67
14dec2015,"14-12-2015","Climate",51,67
14dec2015,"14-12-2015","Climate,Brexit",5,67
14dec2015,"14-12-2015","Other",3,67
15dec2015,"15-12-2015","Brexit Business",2,66
15dec2015,"15-12-2015","Brexit Business,Brexit Politics",3,66
15dec2015,"15-12-2015","Brexit Immigration",1,66
15dec2015,"15-12-2015","Brexit Other",3,66
15dec2015,"15-12-2015","Brexit Politics",7,66
15dec2015,"15-12-2015","Brexit Politics,Brexit Immigration",2,66
15dec2015,"15-12-2015","Climate",28,66
15dec2015,"15-12-2015","Climate,Brexit",15,66
15dec2015,"15-12-2015","Other",5,66
16dec2015,"16-12-2015","Brexit Business",2,65
16dec2015,"16-12-2015","Brexit Business,Brexit Politics,Brexit Immigration",1,65
16dec2015,"16-12-2015","Brexit Immigration",1,65
16dec2015,"16-12-2015","Brexit Politics",9,65
16dec2015,"16-12-2015","Climate",34,65
16dec2015,"16-12-2015","Climate,Brexit",13,65
16dec2015,"16-12-2015","Other",5,65
17dec2015,"17-12-2015","Brexit Business",2,91
