date1,date,newspaper,headline_classification,stories,polarityheadline,subjectivityheadline,total_stories
08oct2015,"8-10-2015","Express","Brexit Politics",1,0,.4,7
08oct2015,"8-10-2015","Express","Other",5,-.16,.19,7
08oct2015,"8-10-2015","The Guardian","Other",1,0,0,1
08oct2015,"8-10-2015","The Independent","Brexit Immigration",1,-.32777778,.39444444,13
08oct2015,"8-10-2015","The Independent","Brexit Other",2,.34,.545,13
08oct2015,"8-10-2015","The Independent","Climate",2,.05666667,.19333333,13
08oct2015,"8-10-2015","The Independent","Other",8,-.0260101,.18611111,13
08oct2015,"8-10-2015","The Times","Climate",3,0,0,8
08oct2015,"8-10-2015","The Times","Other",5,.02727273,.09090909,8
09oct2015,"9-10-2015","Daily Mail","Climate",4,-.28125,.56875,10
09oct2015,"9-10-2015","Daily Mail","Other",6,.17191358,.48271605,10
09oct2015,"9-10-2015","Evening Standard","Brexit Other",1,0,0,2
09oct2015,"9-10-2015","Evening Standard","Other",1,0,0,2
09oct2015,"9-10-2015","Express","",1,,,6
09oct2015,"9-10-2015","Express","Brexit Other",2,0,0,6
09oct2015,"9-10-2015","Express","Climate,Brexit",1,.06818182,.22727273,6
09oct2015,"9-10-2015","Express","Other",2,-.25,.25,6
09oct2015,"9-10-2015","The Independent","Brexit Business,Brexit Immigration",1,.08,.27,11
09oct2015,"9-10-2015","The Independent","Climate",2,.2,.45,11
09oct2015,"9-10-2015","The Independent","Other",8,-.05729167,.45,11
09oct2015,"9-10-2015","The Times","Brexit Immigration",1,0,0,13
09oct2015,"9-10-2015","The Times","Brexit Other",2,0,0,13
09oct2015,"9-10-2015","The Times","Climate",1,0,0,13
09oct2015,"9-10-2015","The Times","Other",9,.0462963,.06481481,13
10oct2015,"10-10-2015","Daily Mail","Brexit Other",1,.21212121,.33484848,5
10oct2015,"10-10-2015","Daily Mail","Climate",1,0,0,5
10oct2015,"10-10-2015","Daily Mail","Other",3,.13650794,.43690476,5
10oct2015,"10-10-2015","Evening Standard","Other",2,0,0,2
10oct2015,"10-10-2015","Express","Brexit Immigration",1,.6,1,4
10oct2015,"10-10-2015","Express","Climate",1,0,0,4
10oct2015,"10-10-2015","Express","Other",2,.0125,.08333333,4
10oct2015,"10-10-2015","The Guardian","Other",1,.6,.95,1
10oct2015,"10-10-2015","The Independent","Other",4,-.17857143,.40892857,4
10oct2015,"10-10-2015","The Times","Climate",1,.5,.5,12
10oct2015,"10-10-2015","The Times","Other",11,.08835498,.38300144,12
11oct2015,"11-10-2015","Daily Mail","Climate",4,.05,.4,12
11oct2015,"11-10-2015","Daily Mail","Other",8,.01047009,.43349359,12
11oct2015,"11-10-2015","Evening Standard","Other",1,0,0,1
11oct2015,"11-10-2015","Express","Other",1,.25,.25,1
11oct2015,"11-10-2015","The Guardian","Brexit Other",1,0,0,4
11oct2015,"11-10-2015","The Guardian","Climate",1,0,.5,4
11oct2015,"11-10-2015","The Guardian","Other",2,-.11666667,.53333333,4
11oct2015,"11-10-2015","The Independent","Climate",1,.13333333,.34166667,7
11oct2015,"11-10-2015","The Independent","Other",6,-.00541311,.15413105,7
11oct2015,"11-10-2015","The Times","Brexit Business",1,0,0,30
11oct2015,"11-10-2015","The Times","Brexit Other",2,0,0,30
11oct2015,"11-10-2015","The Times","Climate",3,.1031746,.1781746,30
11oct2015,"11-10-2015","The Times","Other",24,.06971154,.11121795,30
12oct2015,"12-10-2015","Daily Mail","Brexit Business",1,0,0,8
12oct2015,"12-10-2015","Daily Mail","Brexit Other",1,.3,.475,8
12oct2015,"12-10-2015","Daily Mail","Climate",1,-.2,0,8
12oct2015,"12-10-2015","Daily Mail","Other",5,-.17,.17,8
12oct2015,"12-10-2015","Evening Standard","Climate",1,0,0,5
12oct2015,"12-10-2015","Evening Standard","Other",4,.1,.125,5
12oct2015,"12-10-2015","Express","Brexit Immigration",1,0,0,8
12oct2015,"12-10-2015","Express","Brexit Other",3,-.00555556,.03888889,8
12oct2015,"12-10-2015","Express","Climate",3,0,0,8
12oct2015,"12-10-2015","Express","Other",1,-.04166667,.5,8
12oct2015,"12-10-2015","The Independent","Brexit Other",1,0,0,11
12oct2015,"12-10-2015","The Independent","Climate",1,0,0,11
12oct2015,"12-10-2015","The Independent","Other",9,.09074074,.13518519,11
12oct2015,"12-10-2015","The Times","Brexit Other",3,-.10555556,.1,18
12oct2015,"12-10-2015","The Times","Climate",3,.05,.16666667,18
12oct2015,"12-10-2015","The Times","Other",12,.06550325,.26973304,18
13oct2015,"13-10-2015","Daily Mail","Brexit Immigration",1,.3,.5,11
13oct2015,"13-10-2015","Daily Mail","Climate",4,-.01484848,.25694444,11
13oct2015,"13-10-2015","Daily Mail","Climate,Brexit",1,0,0,11
13oct2015,"13-10-2015","Daily Mail","Other",5,-.03375,.15666667,11
13oct2015,"13-10-2015","Evening Standard","Climate",1,0,0,2
13oct2015,"13-10-2015","Evening Standard","Other",1,.45,.85,2
13oct2015,"13-10-2015","Express","Brexit Business",1,-.15555556,.28888889,4
13oct2015,"13-10-2015","Express","Climate",2,-.03888889,.07222222,4
13oct2015,"13-10-2015","Express","Other",1,0,0,4
13oct2015,"13-10-2015","The Guardian","Brexit Politics",1,0,0,1
13oct2015,"13-10-2015","The Independent","Climate",2,.25,.25,8
13oct2015,"13-10-2015","The Independent","Other",6,-.06666667,.16666667,8
13oct2015,"13-10-2015","The Times","Brexit Other",1,0,0,11
13oct2015,"13-10-2015","The Times","Climate",3,-.2337963,.50694444,11
13oct2015,"13-10-2015","The Times","Other",7,-.25238095,.26904762,11
14oct2015,"14-10-2015","Daily Mail","Brexit Business",1,0,0,16
14oct2015,"14-10-2015","Daily Mail","Brexit Politics",2,-.021875,.225,16
14oct2015,"14-10-2015","Daily Mail","Climate",7,.07723665,.28430736,16
14oct2015,"14-10-2015","Daily Mail","Climate,Brexit",1,.01666667,.26666667,16
14oct2015,"14-10-2015","Daily Mail","Other",5,.12,.18,16
14oct2015,"14-10-2015","Evening Standard","Other",2,.00416667,.1625,2
14oct2015,"14-10-2015","Express","Brexit Business",1,0,.4,9
14oct2015,"14-10-2015","Express","Brexit Other",2,0,0,9
14oct2015,"14-10-2015","Express","Climate",3,.23333333,.25,9
14oct2015,"14-10-2015","Express","Other",3,.08888889,.09444444,9
14oct2015,"14-10-2015","The Guardian","Other",1,0,0,1
14oct2015,"14-10-2015","The Independent","Climate",3,.03888889,.11666667,12
14oct2015,"14-10-2015","The Independent","Other",9,.00092593,.24722222,12
14oct2015,"14-10-2015","The Times","Climate",2,0,0,13
14oct2015,"14-10-2015","The Times","Other",11,.08961039,.31201299,13
15oct2015,"15-10-2015","Daily Mail","Brexit Other",2,-.09875,.78,13
15oct2015,"15-10-2015","Daily Mail","Climate",5,-.08,.26666667,13
15oct2015,"15-10-2015","Daily Mail","Other",6,.14236111,.51666667,13
15oct2015,"15-10-2015","Evening Standard","Brexit Other",1,.1,.38333333,2
15oct2015,"15-10-2015","Evening Standard","Other",1,0,0,2
15oct2015,"15-10-2015","Express","Brexit Immigration",1,0,0,12
15oct2015,"15-10-2015","Express","Brexit Other",1,0,0,12
15oct2015,"15-10-2015","Express","Brexit Politics",1,0,0,12
15oct2015,"15-10-2015","Express","Climate",1,0,0,12
15oct2015,"15-10-2015","Express","Other",8,.00208333,.25208333,12
15oct2015,"15-10-2015","The Independent","Climate",5,-.02666667,.09333333,14
15oct2015,"15-10-2015","The Independent","Other",9,.05555556,.11388889,14
15oct2015,"15-10-2015","The Times","Climate",3,.02222222,.02222222,20
15oct2015,"15-10-2015","The Times","Other",17,.09286988,.21702317,20
16oct2015,"16-10-2015","Daily Mail","Brexit Politics,Brexit Immigration",1,.13636364,.45454545,8
16oct2015,"16-10-2015","Daily Mail","Climate",3,-.03552189,.52912458,8
16oct2015,"16-10-2015","Daily Mail","Other",4,-.00875,.33041667,8
16oct2015,"16-10-2015","Evening Standard","Other",1,0,0,1
16oct2015,"16-10-2015","Express","Brexit Other",1,0,0,4
16oct2015,"16-10-2015","Express","Other",3,.18333333,.44583333,4
16oct2015,"16-10-2015","The Guardian","Climate",1,0,0,3
16oct2015,"16-10-2015","The Guardian","Other",2,-.075,.05,3
16oct2015,"16-10-2015","The Independent","Brexit Immigration",1,.05,.37777778,11
16oct2015,"16-10-2015","The Independent","Brexit Politics,Brexit Immigration",1,0,0,11
16oct2015,"16-10-2015","The Independent","Climate",2,0,0,11
16oct2015,"16-10-2015","The Independent","Other",7,.03492063,.25376984,11
16oct2015,"16-10-2015","The Times","Brexit Other",2,.11818182,.25227273,15
16oct2015,"16-10-2015","The Times","Climate",1,0,0,15
16oct2015,"16-10-2015","The Times","Other",12,.05340909,.10435606,15
17oct2015,"17-10-2015","Daily Mail","Climate",1,-.05,.05,3
17oct2015,"17-10-2015","Daily Mail","Other",2,-.3,.575,3
17oct2015,"17-10-2015","Express","Brexit Other",1,.125,.16666667,7
17oct2015,"17-10-2015","Express","Brexit Politics",1,.1,.1,7
17oct2015,"17-10-2015","Express","Climate,Brexit",1,.8,.9,7
17oct2015,"17-10-2015","Express","Other",4,.00104167,.21145833,7
17oct2015,"17-10-2015","The Independent","Other",9,-.01481481,.21481481,9
17oct2015,"17-10-2015","The Times","Other",9,.22222222,.38888889,9
18oct2015,"18-10-2015","Daily Mail","Brexit Immigration",1,0,0,7
18oct2015,"18-10-2015","Daily Mail","Brexit Politics",1,0,0,7
18oct2015,"18-10-2015","Daily Mail","Climate",5,.13863636,.22045455,7
18oct2015,"18-10-2015","Express","Other",2,0,0,2
18oct2015,"18-10-2015","The Guardian","Climate",1,0,0,1
18oct2015,"18-10-2015","The Independent","Climate,Brexit",1,-.25,.4,4
18oct2015,"18-10-2015","The Independent","Other",3,0,.125,4
18oct2015,"18-10-2015","The Times","Brexit Other",2,-.2,.35,18
18oct2015,"18-10-2015","The Times","Climate",3,-.05185185,.0962963,18
18oct2015,"18-10-2015","The Times","Other",13,.01048951,.17727273,18
19oct2015,"19-10-2015","Daily Mail","Climate",1,-.1875,.7875,8
19oct2015,"19-10-2015","Daily Mail","Other",7,.05887446,.19069264,8
19oct2015,"19-10-2015","Express","Climate",3,.18888889,.28888889,8
19oct2015,"19-10-2015","Express","Climate,Brexit",1,-.16666667,.1,8
19oct2015,"19-10-2015","Express","Other",4,-.03583333,.22208333,8
19oct2015,"19-10-2015","The Independent","Climate",2,-.24305556,.39583333,7
19oct2015,"19-10-2015","The Independent","Climate,Brexit",1,0,0,7
19oct2015,"19-10-2015","The Independent","Other",4,-.13125,.2875,7
19oct2015,"19-10-2015","The Times","Brexit Immigration",1,.1,0,12
19oct2015,"19-10-2015","The Times","Climate",2,.27329545,.41931818,12
19oct2015,"19-10-2015","The Times","Other",9,.0339426,.13155764,12
20oct2015,"20-10-2015","Daily Mail","Brexit Immigration",1,.39285714,.51785714,8
20oct2015,"20-10-2015","Daily Mail","Climate",2,-.00416667,0,8
20oct2015,"20-10-2015","Daily Mail","Climate,Brexit",1,.4,.8,8
20oct2015,"20-10-2015","Daily Mail","Other",4,-.12916667,.59583333,8
20oct2015,"20-10-2015","Evening Standard","Brexit Other",1,0,0,5
20oct2015,"20-10-2015","Evening Standard","Other",4,0,.05,5
20oct2015,"20-10-2015","Express","Brexit Other",1,-.3,.5,4
20oct2015,"20-10-2015","Express","Other",3,0,.33333333,4
20oct2015,"20-10-2015","The Independent","Other",6,.04310741,.10167749,6
20oct2015,"20-10-2015","The Times","Brexit Politics",1,-.36666667,.83333333,15
20oct2015,"20-10-2015","The Times","Climate",2,0,0,15
20oct2015,"20-10-2015","The Times","Other",12,-.06666667,.08333333,15
21oct2015,"21-10-2015","Daily Mail","Brexit Business,Brexit Immigration",1,.03333333,.4,12
21oct2015,"21-10-2015","Daily Mail","Brexit Other",1,.5,.88888889,12
21oct2015,"21-10-2015","Daily Mail","Climate",2,-.00852273,.5,12
21oct2015,"21-10-2015","Daily Mail","Climate,Brexit",1,-.1,.66666667,12
21oct2015,"21-10-2015","Daily Mail","Other",7,.06699567,.21906494,12
21oct2015,"21-10-2015","Evening Standard","Other",1,0,0,1
21oct2015,"21-10-2015","Express","Brexit Other",2,-.05,.3625,7
21oct2015,"21-10-2015","Express","Climate",2,-.01666667,0,7
21oct2015,"21-10-2015","Express","Other",3,.05416667,.51666667,7
21oct2015,"21-10-2015","The Guardian","Other",1,.43333333,.73333333,1
21oct2015,"21-10-2015","The Independent","Brexit Other",1,0,0,6
21oct2015,"21-10-2015","The Independent","Brexit Politics",1,0,0,6
21oct2015,"21-10-2015","The Independent","Climate",1,.1,.4,6
21oct2015,"21-10-2015","The Independent","Other",3,.06666667,.06666667,6
21oct2015,"21-10-2015","The Times","Brexit Immigration",1,-.4,.5,10
21oct2015,"21-10-2015","The Times","Brexit Other",2,0,.16666667,10
21oct2015,"21-10-2015","The Times","Climate",1,0,0,10
21oct2015,"21-10-2015","The Times","Other",6,.17103175,.24464286,10
22oct2015,"22-10-2015","Daily Mail","Climate",4,.025,.075,10
22oct2015,"22-10-2015","Daily Mail","Other",6,-.15770202,.34539141,10
22oct2015,"22-10-2015","Evening Standard","Other",3,-.06875,.06875,3
22oct2015,"22-10-2015","Express","Brexit Other",1,.2,.2,5
22oct2015,"22-10-2015","Express","Brexit Politics,Brexit Immigration",1,0,0,5
22oct2015,"22-10-2015","Express","Climate",1,0,0,5
22oct2015,"22-10-2015","Express","Other",2,-.15,.1,5
22oct2015,"22-10-2015","The Independent","",1,,,7
22oct2015,"22-10-2015","The Independent","Brexit Other",1,0,0,7
22oct2015,"22-10-2015","The Independent","Brexit Politics",1,-.25,.45,7
22oct2015,"22-10-2015","The Independent","Other",4,.3375,.15,7
22oct2015,"22-10-2015","The Times","Brexit Business",1,0,0,17
22oct2015,"22-10-2015","The Times","Climate",4,-.025,.0375,17
22oct2015,"22-10-2015","The Times","Other",12,.11136364,.13787879,17
23oct2015,"23-10-2015","Daily Mail","Brexit Politics",2,-.15,.3,10
23oct2015,"23-10-2015","Daily Mail","Climate",5,.05055556,.22111111,10
23oct2015,"23-10-2015","Daily Mail","Climate,Brexit",1,.13636364,.45454545,10
23oct2015,"23-10-2015","Daily Mail","Other",2,-.18333333,.40833333,10
23oct2015,"23-10-2015","Express","Brexit Business",1,-.5,.9,5
23oct2015,"23-10-2015","Express","Brexit Business,Brexit Immigration",1,0,0,5
23oct2015,"23-10-2015","Express","Climate",1,.13636364,.45454545,5
23oct2015,"23-10-2015","Express","Other",2,-.09090909,.43863636,5
23oct2015,"23-10-2015","The Guardian","Other",1,0,0,1
23oct2015,"23-10-2015","The Independent","Brexit Immigration",1,0,0,7
23oct2015,"23-10-2015","The Independent","Other",6,-.13333333,.1875,7
23oct2015,"23-10-2015","The Times","Climate",1,0,0,12
23oct2015,"23-10-2015","The Times","Other",11,.02727273,.04545455,12
24oct2015,"24-10-2015","Daily Mail","Other",4,-.20680556,.32347222,4
24oct2015,"24-10-2015","Evening Standard","Other",1,0,0,1
24oct2015,"24-10-2015","Express","Other",7,.01590909,.48279221,7
24oct2015,"24-10-2015","The Independent","Brexit Other",1,0,0,9
24oct2015,"24-10-2015","The Independent","Brexit Politics",1,0,.06666667,9
24oct2015,"24-10-2015","The Independent","Climate",2,0,0,9
24oct2015,"24-10-2015","The Independent","Other",5,.15166667,.34,9
24oct2015,"24-10-2015","The Times","Brexit Other",1,0,0,10
24oct2015,"24-10-2015","The Times","Climate",1,-.2,.3,10
24oct2015,"24-10-2015","The Times","Other",8,-.12916667,.26875,10
25oct2015,"25-10-2015","Daily Mail","Brexit Politics",1,0,0,8
25oct2015,"25-10-2015","Daily Mail","Brexit Politics,Brexit Immigration",1,-.4,.5,8
25oct2015,"25-10-2015","Daily Mail","Climate",5,-.1055303,.23962121,8
25oct2015,"25-10-2015","Daily Mail","Other",1,.3,.5,8
25oct2015,"25-10-2015","Express","Brexit Other",1,0,0,3
25oct2015,"25-10-2015","Express","Other",2,-.05,.3,3
25oct2015,"25-10-2015","The Guardian","Other",1,.25,.3,1
25oct2015,"25-10-2015","The Independent","Brexit Other",2,0,0,7
25oct2015,"25-10-2015","The Independent","Climate",1,.2,.2,7
25oct2015,"25-10-2015","The Independent","Climate,Brexit",2,0,.0625,7
25oct2015,"25-10-2015","The Independent","Other",2,.14285714,.26785714,7
25oct2015,"25-10-2015","The Times","Brexit Other",1,0,0,13
25oct2015,"25-10-2015","The Times","Climate",2,0,0,13
25oct2015,"25-10-2015","The Times","Climate,Brexit",1,0,0,13
25oct2015,"25-10-2015","The Times","Other",9,-.08148148,.19212963,13
26oct2015,"26-10-2015","Daily Mail","Brexit Immigration",1,-1,1,6
26oct2015,"26-10-2015","Daily Mail","Brexit Politics",1,-.33333333,.66666667,6
26oct2015,"26-10-2015","Daily Mail","Climate",1,-.2,0,6
26oct2015,"26-10-2015","Daily Mail","Other",3,-.25833333,.45277778,6
26oct2015,"26-10-2015","Evening Standard","Other",1,0,0,1
26oct2015,"26-10-2015","Express","Brexit Immigration",2,.4,.375,7
26oct2015,"26-10-2015","Express","Brexit Other",2,.35,.525,7
26oct2015,"26-10-2015","Express","Climate",2,0,.05,7
26oct2015,"26-10-2015","Express","Other",1,0,0,7
26oct2015,"26-10-2015","The Independent","Brexit Immigration",1,-.5,.3,5
26oct2015,"26-10-2015","The Independent","Climate",1,.5,1,5
26oct2015,"26-10-2015","The Independent","Other",3,0,0,5
26oct2015,"26-10-2015","The Times","Brexit Other",1,.6,.9,15
26oct2015,"26-10-2015","The Times","Other",14,-.03035714,.15357143,15
27oct2015,"27-10-2015","Daily Mail","Brexit Immigration",1,-.15,.1,10
27oct2015,"27-10-2015","Daily Mail","Brexit Other",2,.06818182,.22727273,10
27oct2015,"27-10-2015","Daily Mail","Climate",3,-.06666667,.1,10
27oct2015,"27-10-2015","Daily Mail","Other",4,-.07708333,.36458333,10
27oct2015,"27-10-2015","Evening Standard","Climate",1,-.2,.5,1
27oct2015,"27-10-2015","Express","Climate",1,-.3625,.6875,4
27oct2015,"27-10-2015","Express","Other",3,.04545455,.15151515,4
27oct2015,"27-10-2015","The Guardian","Climate",1,-.0625,.55,1
27oct2015,"27-10-2015","The Independent","Climate",1,.16818182,.37727273,5
27oct2015,"27-10-2015","The Independent","Other",4,.175,.33958333,5
27oct2015,"27-10-2015","The Times","Brexit Other",3,.06666667,.06666667,13
27oct2015,"27-10-2015","The Times","Climate",2,.05,.25,13
27oct2015,"27-10-2015","The Times","Other",8,.01704545,.13181818,13
28oct2015,"28-10-2015","Daily Mail","Brexit Business",1,-.1,.13333333,14
28oct2015,"28-10-2015","Daily Mail","Climate",4,.09895833,.175,14
28oct2015,"28-10-2015","Daily Mail","Climate,Brexit",1,0,.1,14
28oct2015,"28-10-2015","Daily Mail","Other",8,-.01340812,.3704594,14
28oct2015,"28-10-2015","Evening Standard","Brexit Other",1,0,0,4
28oct2015,"28-10-2015","Evening Standard","Climate",1,-.06435185,.2962963,4
28oct2015,"28-10-2015","Evening Standard","Other",2,.18333333,.35,4
28oct2015,"28-10-2015","Express","Brexit Other",2,.31666667,.66666667,11
28oct2015,"28-10-2015","Express","Climate",2,.05833333,.26666667,11
28oct2015,"28-10-2015","Express","Other",7,-.04642857,.16904762,11
28oct2015,"28-10-2015","The Independent","Climate",1,.25,.75,7
28oct2015,"28-10-2015","The Independent","Other",6,-.00530303,.13541667,7
28oct2015,"28-10-2015","The Times","Brexit Other",1,0,0,13
28oct2015,"28-10-2015","The Times","Climate",2,0,0,13
28oct2015,"28-10-2015","The Times","Climate,Brexit",1,0,0,13
28oct2015,"28-10-2015","The Times","Other",9,-.07283951,.0654321,13
29oct2015,"29-10-2015","Daily Mail","Brexit Immigration",1,0,.4,10
29oct2015,"29-10-2015","Daily Mail","Brexit Other",2,.35,.35,10
29oct2015,"29-10-2015","Daily Mail","Climate",3,-.07986111,.22847222,10
29oct2015,"29-10-2015","Daily Mail","Climate,Brexit",1,.5,.5,10
29oct2015,"29-10-2015","Daily Mail","Other",3,.06111111,.45555556,10
29oct2015,"29-10-2015","Evening Standard","Climate",1,0,0,2
29oct2015,"29-10-2015","Evening Standard","Other",1,0,0,2
29oct2015,"29-10-2015","Express","Brexit Immigration",1,.5,.5,12
29oct2015,"29-10-2015","Express","Brexit Other",1,0,1,12
29oct2015,"29-10-2015","Express","Brexit Politics",2,0,.5,12
29oct2015,"29-10-2015","Express","Climate",2,.06666667,.45,12
29oct2015,"29-10-2015","Express","Other",6,.05833333,.05,12
29oct2015,"29-10-2015","The Guardian","Brexit Other",1,0,0,2
29oct2015,"29-10-2015","The Guardian","Other",1,.1,.4,2
29oct2015,"29-10-2015","The Independent","Brexit Other",3,-.08333333,.23333333,10
29oct2015,"29-10-2015","The Independent","Other",7,.03962585,.07653061,10
29oct2015,"29-10-2015","The Times","Brexit Other",1,.1952381,.41190476,12
29oct2015,"29-10-2015","The Times","Climate",1,.43333333,.83333333,12
29oct2015,"29-10-2015","The Times","Other",10,.05222222,.10944444,12
30oct2015,"30-10-2015","Daily Mail","Climate",4,-.025,.025,12
30oct2015,"30-10-2015","Daily Mail","Other",8,-.04416667,.24833333,12
30oct2015,"30-10-2015","Evening Standard","Other",1,.06666667,.43333333,1
30oct2015,"30-10-2015","Express","Brexit Immigration",1,.0625,.5,8
30oct2015,"30-10-2015","Express","Brexit Other",1,.5,.5,8
30oct2015,"30-10-2015","Express","Climate",1,0,0,8
30oct2015,"30-10-2015","Express","Other",5,-.02,.04,8
30oct2015,"30-10-2015","The Guardian","Other",2,0,.5,2
30oct2015,"30-10-2015","The Independent","Climate",2,0,.25,6
30oct2015,"30-10-2015","The Independent","Other",4,.00511364,.6125,6
30oct2015,"30-10-2015","The Times","Brexit Other",4,.2375,.1375,12
30oct2015,"30-10-2015","The Times","Other",8,.01392045,.09119318,12
31oct2015,"31-10-2015","Daily Mail","Brexit Other",1,0,.06666667,3
31oct2015,"31-10-2015","Daily Mail","Climate",1,.1,.55,3
31oct2015,"31-10-2015","Daily Mail","Other",1,.5,.625,3
31oct2015,"31-10-2015","Express","Other",2,-.15,.225,2
31oct2015,"31-10-2015","The Guardian","Other",1,.13636364,.45454545,1
31oct2015,"31-10-2015","The Independent","Climate",1,-.05,.35,3
31oct2015,"31-10-2015","The Independent","Other",2,.14285714,.26785714,3
31oct2015,"31-10-2015","The Times","Climate",1,0,0,10
31oct2015,"31-10-2015","The Times","Other",9,.08888889,.1,10
01nov2015,"1-11-2015","Daily Mail","Brexit Other",1,0,0,3
01nov2015,"1-11-2015","Daily Mail","Climate",1,0,1,3
01nov2015,"1-11-2015","Daily Mail","Other",1,-.15,.25,3
01nov2015,"1-11-2015","Express","Climate",1,0,0,1
01nov2015,"1-11-2015","The Guardian","Other",2,.05454545,.19431818,2
01nov2015,"1-11-2015","The Independent","Other",3,.23333333,.5,3
01nov2015,"1-11-2015","The Times","Brexit Other",3,.16666667,.25,18
01nov2015,"1-11-2015","The Times","Climate",4,-.08835227,.16875,18
01nov2015,"1-11-2015","The Times","Other",11,.07050505,.27191919,18
02nov2015,"2-11-2015","Daily Mail","Brexit Other",1,.05,.26,11
02nov2015,"2-11-2015","Daily Mail","Climate",4,.2675,.3075,11
02nov2015,"2-11-2015","Daily Mail","Climate,Brexit",1,.125,.2625,11
02nov2015,"2-11-2015","Daily Mail","Other",5,.24166667,.36444444,11
02nov2015,"2-11-2015","Express","Brexit Immigration",1,0,0,9
02nov2015,"2-11-2015","Express","Brexit Other",2,.35,.35,9
02nov2015,"2-11-2015","Express","Climate",1,0,0,9
02nov2015,"2-11-2015","Express","Other",5,-.045,.36,9
02nov2015,"2-11-2015","The Guardian","Other",1,.16,.54,1
02nov2015,"2-11-2015","The Independent","Brexit Other",1,0,1,7
02nov2015,"2-11-2015","The Independent","Other",6,-.00833333,.29166667,7
02nov2015,"2-11-2015","The Times","Climate",2,.3,.5,10
02nov2015,"2-11-2015","The Times","Other",8,.18125,.10625,10
03nov2015,"3-11-2015","Daily Mail","Brexit Immigration",1,-.3,.36666667,13
03nov2015,"3-11-2015","Daily Mail","Brexit Other",1,.03409091,.36363636,13
03nov2015,"3-11-2015","Daily Mail","Climate",4,.05625,.13958333,13
03nov2015,"3-11-2015","Daily Mail","Other",7,.0085034,.54699546,13
03nov2015,"3-11-2015","Evening Standard","Other",1,0,0,1
03nov2015,"3-11-2015","Express","Brexit Business",1,0,0,10
03nov2015,"3-11-2015","Express","Climate",1,0,0,10
03nov2015,"3-11-2015","Express","Climate,Brexit",1,-.3,.4,10
03nov2015,"3-11-2015","Express","Other",7,-.07337662,.22922078,10
03nov2015,"3-11-2015","The Guardian","Brexit Other",1,.5,.5,2
03nov2015,"3-11-2015","The Guardian","Other",1,-.25,.5,2
03nov2015,"3-11-2015","The Independent","Brexit Other",1,.125,.16666667,7
03nov2015,"3-11-2015","The Independent","Climate",4,.10795455,.35568182,7
03nov2015,"3-11-2015","The Independent","Other",2,.19318182,.39393939,7
03nov2015,"3-11-2015","The Times","Brexit Other",1,0,0,14
03nov2015,"3-11-2015","The Times","Climate",3,0,0,14
03nov2015,"3-11-2015","The Times","Other",10,.0025,.3175,14
04nov2015,"4-11-2015","Daily Mail","Brexit Immigration",1,0,.15,8
04nov2015,"4-11-2015","Daily Mail","Brexit Politics",1,.02777778,.31111111,8
04nov2015,"4-11-2015","Daily Mail","Brexit Politics,Brexit Immigration",1,.25,.25,8
04nov2015,"4-11-2015","Daily Mail","Climate",1,.075,.675,8
04nov2015,"4-11-2015","Daily Mail","Other",4,-.23583333,.34583333,8
04nov2015,"4-11-2015","Evening Standard","Other",1,-.16666667,.38333333,1
04nov2015,"4-11-2015","Express","Climate",1,-.8,1,6
04nov2015,"4-11-2015","Express","Climate,Brexit",2,.6,.55,6
04nov2015,"4-11-2015","Express","Other",3,.04545455,.15151515,6
04nov2015,"4-11-2015","The Independent","Other",7,.01352814,.16255411,7
04nov2015,"4-11-2015","The Times","Brexit Other",1,.2,.6,14
04nov2015,"4-11-2015","The Times","Climate",3,-.1,.56666667,14
04nov2015,"4-11-2015","The Times","Other",10,-.08047619,.23785714,14
05nov2015,"5-11-2015","Daily Mail","Climate",2,.12992424,.40530303,9
05nov2015,"5-11-2015","Daily Mail","Other",7,-.09906463,.37253401,9
05nov2015,"5-11-2015","Express","Brexit Business,Brexit Immigration",1,0,0,8
05nov2015,"5-11-2015","Express","Climate,Brexit",2,.17777778,.68333333,8
05nov2015,"5-11-2015","Express","Other",5,-.045,.05,8
05nov2015,"5-11-2015","The Guardian","Other",1,-.4,.7,1
05nov2015,"5-11-2015","The Independent","Brexit Immigration",2,.03333333,.05,7
05nov2015,"5-11-2015","The Independent","Climate",3,-.13333333,.25,7
05nov2015,"5-11-2015","The Independent","Other",2,0,0,7
05nov2015,"5-11-2015","The Times","Brexit Business",1,0,0,15
05nov2015,"5-11-2015","The Times","Brexit Other",1,0,0,15
05nov2015,"5-11-2015","The Times","Brexit Politics",1,0,0,15
05nov2015,"5-11-2015","The Times","Climate",1,0,0,15
05nov2015,"5-11-2015","The Times","Other",11,-.04909091,.38545455,15
06nov2015,"6-11-2015","Daily Mail","Brexit Immigration",1,-.25,.275,8
06nov2015,"6-11-2015","Daily Mail","Climate",2,-.5,.5,8
06nov2015,"6-11-2015","Daily Mail","Other",5,.0125,.25583333,8
06nov2015,"6-11-2015","Evening Standard","Brexit Other",1,.06818182,.22727273,4
06nov2015,"6-11-2015","Evening Standard","Other",3,.01666667,.18333333,4
06nov2015,"6-11-2015","Express","Brexit Business,Brexit Immigration",1,.25,.25,4
06nov2015,"6-11-2015","Express","Brexit Immigration",1,.2,.45,4
06nov2015,"6-11-2015","Express","Climate",2,.025,.10555556,4
06nov2015,"6-11-2015","The Guardian","Other",1,.13636364,.45454545,1
