date,headline,newspaper,classification,brexit
29-7-2015,British firms shun EU in hunt for new trade,Express,Brexit,Other
29-7-2015,Teenager from Dunkeld in Great British Bake Off,Express,Brexit,Other
29-7-2015,Mo Martin recovers from career-threatening injury to launch British Open title defence,Express,Brexit,Other
30-7-2015,"British Gas owner Centrica and Shell to slash more than 10,000 jobs amid energy slump",Express,Brexit,Other
30-7-2015,Fury over huge British Gas profits as hard-pressed families struggle with 'sky-high' bills,Express,Brexit,Other
30-7-2015,"David Cameron's EU renegotiations are nothing more than a PR exercise, blasts NIGEL FARAGE",Express,Brexit,Other
30-7-2015,'Calais migrant' discovered under horsebox at prestigious British showjump festival,Express,Brexit,Immigration
30-7-2015,WARNING: Graphic pictures of seal 'executed' on British beach,Express,Brexit,Other
31-7-2015,"Give us a vote on EU exit next year, top business leader urges Cameron",Express,Brexit,Other
31-7-2015,Lloyds to pay even MORE for PPI taking shamed British banks' total bill to huge £27BILLION,Express,Brexit,Other
31-7-2015,The Great British Bake Off gets BBC 2 spin-off series Bake Off: The Professionals ,Express,Brexit,Other
31-7-2015,Hyo Joo Kim holds one-shot lead in women's British Open after bogey-free first round,Express,Brexit,Other
1-8-2015,Tourists being charged HUNDREDS of pounds more by agents...just for being BRITISH,Express,Brexit,Other
1-8-2015,MADNESS: EU to blow €5 million of YOUR cash building ANOTHER camp for Calais migrants,Express,Brexit,Immigration
1-8-2015,Force France to pay the British people for Calais crisis: Labour call on Cameron to act ,Express,Brexit,Other
1-8-2015,Jihadi cowards threaten British army wives: 'We will destroy you and your families' ,Express,Brexit,Other
1-8-2015,SPOTTED: Incredible rare sighting of white beluga whale in British waters,Express,Brexit,Other
1-8-2015,Sex attacker stays in Britain because of EU family rights – despite 'walking out on them',Express,Brexit,Other
1-8-2015,Foreign vets from EU who can't speak English 'putting pets at risk' by working in Britain,Express,Brexit,Other
1-8-2015,Inside politics: EU presidents plotting new phase of integration,Express,Brexit,Other
2-8-2015,Migrants and asylum seekers blamed for tuberculosis outbreak at British schools,Express,Brexit,Immigration
2-8-2015,Cameron demands EU help to stop Calais crisis following another night of migrant chaos,Express,Brexit,Immigration
2-8-2015,British boxer Billy Joe Saunders heading to Marbella ahead of WBO middleweight fight,Express,Brexit,Other
2-8-2015,Inbee Park wins Women's British Open at Turnberry,Express,Brexit,Other
2-8-2015,Double victory hands Josh Brookes lead in British Superbike Championship title race,Express,Brexit,Other
2-8-2015,‘Brexit’ will not happen: Wall Street chief exec says voters will opt to stay in Europe,Express,Brexit,Other
3-8-2015,"David Cameron is 'unsure, inexperienced and WON'T be able to stop EU exit', Clinton warned",Express,Brexit,Other
3-8-2015,Amid Calais migrant crisis British lorry drivers now being hit by well-endowed FLEAS,Express,Brexit,Immigration
3-8-2015,Jihadi John is ALIVE and on USA drone HIT list...along with six other British jihadists,Express,Brexit,Other
3-8-2015,"British woman raped, murdered and set on fire in Bulgaria just months after moving there",Express,Brexit,Other
3-8-2015,Chinese teachers blame WELFARE STATE for lack of British pupils' discipline,Express,Brexit,Other
3-8-2015,Anger at anti-Israel 'propaganda' promoted by teaching union for use in British schools,Express,Brexit,Other
3-8-2015,Taliban retakes town in Helmand that British soldiers gave their lives defending,Express,Brexit,Other
3-8-2015,WATCH: 'Useless' British armoured vehicle sent to Ukraine crashes through road signs,Express,Brexit,Other
4-8-2015,British Airways and Virgin pledge NEVER to carry big game trophies in wake of Cecil ,Express,Brexit,Other
4-8-2015,Pop star Gwen Stefani to divorce British husband Gavin Rossdale after 13 years,Express,Brexit,Other
4-8-2015,'Whining' EU bureaucrats mocked after complaining they feel 'misunderstood and harassed',Express,Brexit,Other
4-8-2015,Now the European Union pays jobless migrants THOUSANDS to claim jobs in Britain,Express,Brexit,Immigration
4-8-2015,"Chinese teachers are RIGHT about British education, agrees ROSS CLARK",Express,Brexit,Other
4-8-2015,Finally! EU dishes out £33million to BRITAIN and France to sort Calais crisis,Express,Brexit,Other
4-8-2015,Teaching union is forced to withdraw anti-Israeli 'propaganda' from British classrooms,Express,Brexit,Other
4-8-2015,PICTURED: Terrifying 'Roch Ness monster' found washed up by British lake,Express,Brexit,Other
4-8-2015,Sight hope for diabetics: British-made eye mask set for NHS approval,Express,Brexit,Other
4-8-2015,The Great British Bake Off 2015: Mathematicians create formula to discover winner ,Express,Brexit,Other
4-8-2015,British swimmer Adam Peaty takes gold at World Championships in Russia,Express,Brexit,Other
4-8-2015,British athletes warned their funding will be cut if found guilty of doping,Express,Brexit,Other
4-8-2015,Great British Bake Off 2015: Who is most likely to win this year?,Express,Brexit,Other
4-8-2015,Great British Bake Off series 6: Youngest EVER baker admits watching show will be 'tough',Express,Brexit,Other
5-8-2015,British diver found dead near First World War shipwreck in Spain ,Express,Brexit,Other
5-8-2015,Now French authorities blame British anarchists for migrants storming Channel Tunnel,Express,Brexit,Immigration
5-8-2015,What time does Great British Bake Off 2015 start tonight?,Express,Brexit,Other
5-8-2015,Calais crisis: EU border troops could process asylum seekers BEFORE they reach Britain,Express,Brexit,Immigration
5-8-2015,Great British Bake Off 2015: Stuart Henshall first to be eliminated from competition ,Express,Brexit,Other
5-8-2015,Great British Bake Off series 6: Contestant DENIES accusations of heavy drug use,Express,Brexit,Other
6-8-2015,The Great British Bake Off winner leaked: Bookies suspend betting,Express,Brexit,Other
6-8-2015,Worst Great British Bake Off disaster? Twitter reacts to Dorret's VERY soggy bottom,Express,Brexit,Other
6-8-2015,"Man accused of raping, killing and setting on fire British pensioner appears in court",Express,Brexit,Other
6-8-2015,Great British Bake Off opens with a record breaking 10 million viewers,Express,Brexit,Other
6-8-2015,British house prices fall in July but experts say dip is one-off,Express,Brexit,Other
6-8-2015,Where to buy Mary Berry's jacket: Steal the Great British Bake Off star's style,Express,Brexit,Other
7-8-2015,HOLIDAY ALERT: British tourists warned over KILLER heatwave across Europe,Express,Brexit,Other
7-8-2015,August 7: It was 101 years ago today that the WW1 British troops landed in France,Express,Brexit,Other
7-8-2015,Now stretched British cops are being sent to Spain to deal with our drunk yobs,Express,Brexit,Other
7-8-2015,Hero hotel staff who saved British holidaymakers during Tunisia massacre face SACK,Express,Brexit,Other
7-8-2015,Minister 'calls for BANNING of Christianity in schools – threatening British culture',Express,Brexit,Other
7-8-2015,British Muslim who pleaded guilty to terror offences tells Old Bailey that UK 'is a joke',Express,Brexit,Other
8-8-2015,British teacher feared drowned after being swept out to sea during dream Bulgaria holiday,Express,Brexit,Other
8-8-2015,British volunteers TRICKED into helping South African lion hunting camps ,Express,Brexit,Other
9-8-2015,Body of British teacher who disappeared while swimming in Bulgaria found,Express,Brexit,Other
9-8-2015,Cash-strapped British holidaymakers targeted by Calais gangs to smuggle migrants into UK,Express,Brexit,Immigration
9-8-2015,"TV round-up: The Great British Bake Off, Flockstars, Ruled The World, Chinese School",Express,Brexit,Other
10-8-2015,EXCLUSIVE: Hostile moment Spanish police RAM British guard boat off Gibraltar in UK waters,Express,Brexit,Other
10-8-2015,British police on patrol in Magaluf to deal with drunken yobs,Express,Brexit,Other
10-8-2015,On your eBike – British firm create 'water bottle' powered bicycle,Express,Brexit,Other
10-8-2015,'Most wanted' British 'gangster' couple arrested over shooting,Express,Brexit,Other
10-8-2015,IKEA scraps traditional light bulbs in favour of more expensive LEDs amid EU meddling ,Express,Brexit,Other
10-8-2015,Meet the British granddad fighting Islamic State in Iraq - as 'nobody is doing anything',Express,Brexit,Other
10-8-2015,A terrifying £6bn of deadly British weapons could end up in the hands of ISIS terrorists,Express,Brexit,Other
10-8-2015,WhatsApp BAN: Cameron's EU Referendum will decide fate of encrypted messaging app,Express,Brexit,Other
11-8-2015,Terror ALERT: ISIS has FIVE British jihadists set to carry out 'lone wolf' attacks in UK ,Express,Brexit,Other
11-8-2015,British produce 'will disappear from shops within MONTHS' as milk sold CHEAPER THAN WATER,Express,Brexit,Other
11-8-2015,Holiday heat warning: British tourist captures moment car MELTS in killer heatwave ,Express,Brexit,Other
11-8-2015,Fury as Brussels issues comic strips to 'brainwash British children' to support EU,Express,Brexit,Other
11-8-2015,British bobbies insist taxpayer-funded trip to Magaluf IS value for money,Express,Brexit,Other
11-8-2015,Iraqi airline banned from flying over ENTIRE EU airspace after safety breach claims,Express,Brexit,Other
11-8-2015,Crackdown on EU migrants' benefits to hit BRITONS to avoid Brussels' discrimination laws,Express,Brexit,Immigration
11-8-2015,British jihadists recruited to carry out suicide airplane attacks in bin Laden TRIBUTE,Express,Brexit,Other
11-8-2015,Tributes for British rugby coach who died after being hit by giant wave in France,Express,Brexit,Other
11-8-2015,Mel & Sue ITV chat show axed after one series as 10m tune in for Great British Bake Off,Express,Brexit,Other
12-8-2015,'ISIS leak HACKER'S GUIDE to hundreds of British and US military personnel',Express,Brexit,Other
12-8-2015,Number of EU nationals working in Britain rises above two million for first time ever,Express,Brexit,Other
12-8-2015,Mark Reckless gets new Ukip role as party gears up for EU referendum,Express,Brexit,Other
12-8-2015,How we're losing our love of the great British seaside,Express,Brexit,Other
12-8-2015,People smugglers fuelling migrant crisis could be BRITISH as traffickers caught in UK cars,Express,Brexit,Immigration
12-8-2015,"Holiday hell: Slime, snails and human faeces plague british holiday makers",Express,Brexit,Other
12-8-2015,Great British Bake Off: How to make shortbread like Mary Berry,Express,Brexit,Other
13-8-2015,Bobbies by the sea: British police top up their tan at £200-a-night Magaluf hotel,Express,Brexit,Other
13-8-2015,The Great British Bake Off: Viewers mock Flora's '100 cook books' and Tamal's 'wet' dough,Express,Brexit,Other
13-8-2015,Boost for Cameron as barely THIRD of EU citizens support 'ever-closer union' push,Express,Brexit,Other
13-8-2015,Human trafficking gang sold women to immigrants desperate for a British visa,Express,Brexit,Immigration
13-8-2015,British family claim they were ALSO burgled at same villa where Jenson Button was 'gassed',Express,Brexit,Other
13-8-2015,The Great British Off 2015: Marie's competition crumbles after a bit of biscuit bother,Express,Brexit,Other
13-8-2015,The Great British Bake Off 2015: Second episode cooks up 9.6 million viewers,Express,Brexit,Other
14-8-2015,"Climate change will 'stop Britons holidaying in the Med', says shock new EU warning",Express,"Brexit,Climate",Other
14-8-2015,'Sozzled' police officer sent to Magaluf to tackle British drunks joins the party,Express,Brexit,Other
14-8-2015,Taylor Swift is 'obsessed' with Great British Bake Off and watches every episode,Express,Brexit,Other
15-8-2015,British holidaymakers taking statins for high cholesterol pay DOUBLE for travel insurance,Express,Brexit,Other
15-8-2015,From hell to heaven thanks to the British: Windermere boys return to safe haven,Express,Brexit,Other
15-8-2015,Prince Philip: I shed tears for the PoWs who embodied the brave British spirit,Express,Brexit,Other
15-8-2015,Great British Bake Off's Mary Berry to open RHS Wisley flower show,Express,Brexit,Other
15-8-2015,A very British scandal... Interview with Natalie Dormer,Express,Brexit,Other
16-8-2015,"British police in Magaluf a farce, says NICK FERRARI",Express,Brexit,Other
17-8-2015,Cameron's EU renegotiation branded a 'con job' amid plans to 'stage row with France',Express,Brexit,Other
17-8-2015,WARNING: ISIS are tricking British women into MARRIAGE as part of plot to reach UK,Express,Brexit,Other
17-8-2015,Bird flu restrictions lifted after outbreak of contagious virus on British farm,Express,Brexit,Other
17-8-2015,UK to get EU vote ‘autumn next year’,Express,Brexit,Other
17-8-2015,Four-year-old British boy drowns in swimming pool in Spanish villa tragedy,Express,Brexit,Other
18-8-2015,Desperate Cameron to take ANOTHER trip around Europe to push for EU reforms,Express,Brexit,Other
18-8-2015,How ISIS lure young British girls - they are portrayed as punk rockers of their generation,Express,Brexit,Other
19-8-2015,"Record 110,000 migrants entered EU last month - as numbers rise 175 per cent",Express,Brexit,Immigration
19-8-2015,Jeremy Corbyn invited 'friend' to Parliament who glorified deaths of British soldiers,Express,Brexit,Other
19-8-2015,British pupils see huge boost in exam results...after being taught by CHINESE teachers,Express,Brexit,Other
19-8-2015,The Great British Bake Off: Mary Berry lets slip who leaves tonight on Chris Evans' show,Express,Brexit,Other
19-8-2015,Great British Bake Off: Paul Hollywood calls Paul's showstopper 'one of the best ever' ,Express,Brexit,Other
19-8-2015,Great British Bake Off: Dorret will 'never stop baking' despite being given the boot ,Express,Brexit,Other
19-8-2015,British athletes Farah and Ennis-Hill given 'pollution packs' to cope with Beijing smog,Express,Brexit,Other
19-8-2015,Great British Bake Off: Bookies SLASH odds on Ian to win following second Star Baker title,Express,Brexit,Other
19-8-2015,How to become a Star Baker: Learn how to cook with Great British Bake Off style course,Express,Brexit,Other
20-8-2015,Veto? What veto? UK government votes fail to block a single European Union measure,Express,Brexit,Other
20-8-2015,Holiday companies are 'not revealing the REAL terror risks' to British tourists,Express,Brexit,Other
20-8-2015,British cops sent to Calais to tackle migrant gangs...as the French build MORE Jungle beds,Express,Brexit,Immigration
20-8-2015,Two British men arrested in Magaluf on suspicion of raping Brit teen,Express,Brexit,Other
20-8-2015,Maths being taught to British school pupils by PE teachers amid shortage crisis,Express,Brexit,Other
20-8-2015,British taxpayers will fork out £7MILLION to fly Calais migrants back home ,Express,Brexit,Immigration
20-8-2015,"The EU is making a laughing stock out of this country, says Chris Roycroft-Davis",Express,Brexit,Other
21-8-2015,Most Britons don't believe we will leave the EU - even if we vote for a 'Brexit',Express,Brexit,Other
21-8-2015,The great EU debate: Should Britain vote 'in' or 'out' in Cameron's referendum?,Express,Brexit,Other
22-8-2015,SKINNED and ready to EAT: British Robins among 25m birds SLAUGHTERED in southern Europe,Express,Brexit,Other
22-8-2015,Farage on Friday: The day of reckoning is coming for Greece and the European Union,Express,Brexit,Other
22-8-2015,"MEP's son poses as dead mother to claim £750,000 from the EU in pension scam",Express,Brexit,Other
23-8-2015,EU bureaucrats to brand popular British beaches 'UNFIT for swimming' in latest barmy move,Express,Brexit,Other
23-8-2015,British hostage kidnapped by al-Qaeda rescued after 18-months,Express,Brexit,Other
23-8-2015,How British ‘Al Capones’ trade in HUMAN cargo from London,Express,Brexit,Other
23-8-2015,Great British Bake Off's Mel and Sue stole and crashed Paul Hollywood's Aston Martin,Express,Brexit,Other
23-8-2015,"TV Review: Britain’s Spending Secrets, Great British Bake Off, Dead Air, Partners In Crime",Express,Brexit,Other
24-8-2015,Millions wiped off British pensions as FTSE 100 loses £60BILLION in just hours,Express,Brexit,Other
24-8-2015,Heroic British grandfather who foiled train terror attack handed France's top honour,Express,Brexit,Other
25-8-2015,British ex-F1 driver Justin Wilson dies of head injury after horror IndyCar crash,Express,Brexit,Other
25-8-2015,Now Hungary demands more EU cash to cope with record migration burden,Express,Brexit,Other
25-8-2015,British oil worker held by al Qaeda terrorists thanks hero SAS soldiers who freed him,Express,Brexit,Other
26-8-2015,Bank Holiday getaway blow for British tourists as pound PLUNGES against euro,Express,Brexit,Other
26-8-2015,Eight million migrants live in UK: Calls for Britain to quit EU to halt soaring migration,Express,Brexit,Immigration
26-8-2015,Now Ethiopia launches SPACE PROGRAMME - while receiving MILLIONS in British foreign aid,Express,Brexit,Other
26-8-2015,Tributes to 'lovely' British family killed when their plane crashed into mountainside,Express,Brexit,Other
26-8-2015,"Ex-Gambian president's wife wears electronic tag after swindling £20,000 British benefits",Express,Brexit,Other
26-8-2015,"2,000 migrants enter EU in just ONE DAY to beat Hungary's fence built to keep them out",Express,Brexit,Immigration
26-8-2015,Greg Rutherford joins elite list of British athletes to hold all four major gold medals,Express,Brexit,Other
26-8-2015,Great British Bake Off 2015: Sandy Docherty sent home after creme brulee proves a let down,Express,Brexit,Other
26-8-2015,Natalie Imbruglia was very 'emotional' winning British citizenship after 20 years in UK,Express,Brexit,Other
26-8-2015,Cal Crutchlow and Bradley Smith both handed new deals ahead of British Grand Prix,Express,Brexit,Other
27-8-2015,Net migration soars to ALL TIME HIGH as record number of EU migrants flock to Britain,Express,Brexit,Immigration
27-8-2015,ISIS top hacker DEAD: British jihadi Junaid Hussain BLOWN UP in US drone strike in Syria,Express,Brexit,Other
27-8-2015,Number of Romanians coming to Britain TRIPLES – as EU workers boost migrant totals,Express,Brexit,Immigration
27-8-2015,"British farmers suffering because of EU's foreign policy, senior official admits",Express,Brexit,Other
27-8-2015,British police to hire CONVICTED TERRORISTS to combat Islamic State,Express,Brexit,Other
27-8-2015,Great British Bake Off 2015: Viewers praise Mary Berry's coconut hate and 'edible panties',Express,Brexit,Other
28-8-2015,Widow forgives Great British Bake Off star Mat after crash which killed her husband,Express,Brexit,Other
28-8-2015, HUGE areas of British coast and HOMES may be lost as 'sea level rise accelerates' ,Express,Brexit,Other
28-8-2015,Justin Wilson death: Drivers stage touching Golden Gate bridge tribute to British racer,Express,Brexit,Other
28-8-2015,Chelsea set to look elsewhere as Everton reject British record £37m offer for John Stones,Express,Brexit,Other
29-8-2015,Dina Asher-Smith sets new British 200m record at the World Championships in Beijing,Express,Brexit,Other
29-8-2015,Shara Proctor 'happy' with long jump silver as Dina Asher-Smith breaks 200m British record,Express,Brexit,Other
30-8-2015,Row over BRITISH soldiers issued anti-malarial drug linked to suicide,Express,Brexit,Other
30-8-2015,British heritage 'being overlooked' as St George's Day concert is cancelled,Express,Brexit,Other
30-8-2015,"Britain needs to take refugees to help win EU reforms, claims Labour hopeful Andy Burnham",Express,Brexit,Immigration
30-8-2015,Calais crisis: Now British holidaymakers held up for 14 HOURS by rioting Roma gypsies,Express,Brexit,Other
30-8-2015,British woman winning the race to send tourists to space,Express,Brexit,Other
30-8-2015,Nearly 100 suspected British extremists reported to police EVERY WEEK,Express,Brexit,Other
30-8-2015,Great British Bake Off 2015: Favourite Ian Cumming had 'secret lessons' with top chef,Express,Brexit,Other
31-8-2015,British reporters arrested in Turkey accused of 'working on behalf of terrorist group',Express,Brexit,Other
31-8-2015,Valentino Rossi masters wet conditions to win British MotoGP at Silverstone,Express,Brexit,Other
1-9-2015,David Cameron slapped down by EU bosses and caves in over UK employment rules opt-out,Express,Brexit,Other
1-9-2015,Europe breaking up? EU could scrap free movement in wake of migrant crisis,Express,Brexit,Immigration
1-9-2015,Moroccan human traffickers use fleet of JET SKIS to sneak migrants into EU for benefits ,Express,Brexit,Immigration
1-9-2015,British troops 'should be stationed in Eastern Europe to combat Putin threat',Express,Brexit,Other
1-9-2015,Now barmy European Union bureaucrats spend MILLIONS on video games,Express,Brexit,Other
1-9-2015,Win for 'out' camp as Cameron agrees to change wording of EU vote over pro-Brussels 'bias',Express,Brexit,Other
2-9-2015,Cameron shrugs off German fury over Syria refugees despite threats to EU reform hopes ,Express,Brexit,Immigration
2-9-2015,Morocco terror warning: Officials raise threat level to HIGH for British holidaymakers,Express,Brexit,Other
2-9-2015,Blue whale sighted in British waters for first time in history,Express,Brexit,Other
2-9-2015,Britain's Got Talent singer and British businesses targeted by Wikipedia blackmailers ,Express,Brexit,Other
2-9-2015,David Cameron concedes to rebellious backbenchers over EU referendum rules,Express,Brexit,Other
2-9-2015,Foreign Office 'concerned' about arrest of two British Vice journalists in Turkey,Express,Brexit,Other
2-9-2015,Fury as dithering David Cameron 'retreats' on plan to withdraw UK from EU employment laws,Express,Brexit,Other
2-9-2015,Government makes EU referendum U-turn after bias accusations,Express,Brexit,Other
2-9-2015,Italian-owned MSC Cruises aims to break into lucrative British and Chinese markets,Express,Brexit,Other
2-9-2015,Vital to ensure that EU referendum is run fairly,Express,Brexit,Other
2-9-2015,What became of the battle-axe? The tragic demise of the British matriarch,Express,Brexit,Other
3-9-2015,Euro dream over as border controls return in face of tidal wave of EU migrants,Express,Brexit,Immigration
3-9-2015,"Italy, France and Germany call for urgent review on EU migrant rules amid ongoing crisis",Express,Brexit,Immigration
3-9-2015,Cameron gets his big chance to persuade Europe to back his EU reforms,Express,Brexit,Other
3-9-2015,Great British Bake Off 2015: Star baker Nadiya triumphs over Ian and Twitter rejoices,Express,Brexit,Other
4-9-2015,Gang of Romanian pickpockets 'paid guards to look away as they fleeced British tourists',Express,Brexit,Other
4-9-2015,"BBC bias during EU referendum must not arise, Government warns after election fiasco",Express,Brexit,Other
4-9-2015,"British and US warplanes in terrifying 1,000mph near miss after communication mix-up",Express,Brexit,Other
4-9-2015,Islamic State's worst NIGHTMARE: British beauty queen moonlights as counter-TERROR expert,Express,Brexit,Other
4-9-2015,Wet and cold August disastrous for British shops,Express,Brexit,Other
5-9-2015,British amateur yachtsman dies after being hit by sail in round-the-world race,Express,Brexit,Other
5-9-2015,Sir John Chilcot accused of 'BULLYING' families of dead British soldiers over Iraq report,Express,Brexit,Other
6-9-2015,Calls for British airstrikes to crush Islamic State in Syria,Express,Brexit,Other
6-9-2015,"Every British person can be proud of the help we have given, says Justine Greening ",Express,Brexit,Other
7-9-2015,"Europe's 'misguided' rules huge threat to British business, says Osborne",Express,Brexit,Other
7-9-2015,Quelle surprise! More than half of Britain would vote to quit the EU NOW,Express,Brexit,Other
7-9-2015,Childhood friend of British ISIS jihadi killed in drone attack says 'I have no sympathy',Express,Brexit,Other
8-9-2015,British dad REUNITED with son who was 'stolen by people traffickers and swapped at birth',Express,Brexit,Other
8-9-2015,Cameron faces the rebels in EU referendum battle,Express,Brexit,Other
8-9-2015,Now families of British jihadists killed in Syria could SUE Government for compensation,Express,Brexit,Other
8-9-2015,Failing NHS forced to send British patients ABROAD to Calais hospital in 'barking' move,Express,Brexit,Other
8-9-2015,EXCLUSIVE: Mary Berry finally speaks out after her MAJOR Great British Bake Off clanger,Express,Brexit,Other
8-9-2015,Celebrity Big Brother 2015: Chris Ellison gets the boot in first British eviction,Express,Brexit,Other
9-9-2015,DEAD MEN WALKING: British terror scum in the crosshairs of the RAF’s hunter-killer drones,Express,Brexit,Other
9-9-2015,British-born Reiss clothing heiress and unborn baby die suddenly after long-term illness,Express,Brexit,Other
9-9-2015,Great British Bake Off 2015: Alvin sent home in week 6 as Britain's heart breaks for him,Express,Brexit,Other
9-9-2015,Airline sky high after wet British summer,Express,Brexit,Other
9-9-2015,British exports plunge to five year LOW thanks to China crisis and strong pound,Express,Brexit,Other
10-9-2015,Economic migrants FAKE being Syrian to claim EU asylum and head for Britain,Express,Brexit,Immigration
10-9-2015,ISIS release chilling beheading video hours after strike against British jihadis announced,Express,Brexit,Other
10-9-2015,Britain faces £90 MILLION asylum seeker bill from EU – even though we opted out of quotas,Express,Brexit,Immigration
10-9-2015,Alien-like VAMPIRE fish FOUND for first time in British waters since 1800s,Express,Brexit,Other
10-9-2015,British fighter Ashley Theophane promised world title fight by Floyd Mayweather,Express,Brexit,Other
11-9-2015,British Airways plane in landing drama at Heathrow as fire crews surround jet,Express,Brexit,Other
11-9-2015,‘Brexit’ hopes raised as Jeremy Corbyn admits he voted for Britain to LEAVE Europe in 1975,Express,Brexit,Other
11-9-2015,Moroccan man arrested over shooting of former British diver and wife at their Spanish home,Express,Brexit,Other
11-9-2015,Thai murders: DNA on weapon 'doesn't match' defendants accused of killing British tourists,Express,Brexit,Other
11-9-2015,'Commuting is working' - Europe in another ruling to hit British business,Express,Brexit,Other
11-9-2015,Great British Bake Off 2015: Paul Hollywood gets nasty - and viewers hate it,Express,Brexit,Other
11-9-2015,Great British Bake Off 2015: Mary Berry branded a 'gangster' for wearing £500 Hermès belt,Express,Brexit,Other
11-9-2015,WATCH: Europe’s fastest electric car is 40 years old – and British,Express,Brexit,Other
12-9-2015,"Two British tourists killed, five injured, in Indian train crash",Express,Brexit,Other
12-9-2015,"Cameron could be OUSTED in two years over EU reforms, former spin chief Andy Coulson warns",Express,Brexit,Other
12-9-2015,Cameron urged to back EU army as a 'favour' to Germany to win Brussels treaty change,Express,Brexit,Other
12-9-2015,Man held over the murder of British diver and wife in Spain,Express,Brexit,Other
13-9-2015,EXCLUSIVE: British jihadists on Government ‘kill list’,Express,Brexit,Other
13-9-2015,British tourists killed in train crash during ‘once-in-a-lifetime holiday’ to India named ,Express,Brexit,Other
13-9-2015,Thousands rally against forced EU migrant quotas as 'overwhelmed' Germany pleads for help,Express,Brexit,Immigration
13-9-2015,"City news: British Airways, HMRC, Nike, UK bills",Express,Brexit,Other
14-9-2015,Merkel orders Cameron to support plans for EU ARMY in exchange for EU negotiation talks,Express,Brexit,Other
14-9-2015,Britain will REFUSE to accept more refugees as EU leaders call emergency summit,Express,Brexit,Immigration
14-9-2015,Labour face split over EU referendum as Chuka Umunna says Jeremy Corbyn backs LEAVING EU,Express,Brexit,Other
14-9-2015,Angry birds: Starlings boss the best of British wildlife snaps,Express,Brexit,Other
14-9-2015,British Airways unveils luxurious new First Class cabin in Dreamliner 787-9,Express,Brexit,Other
14-9-2015,British dad killed in horror Mecca crane crash had been in Middle East just a few hours,Express,Brexit,Other
14-9-2015,British woman wrestles nine-foot python to save her dog's life,Express,Brexit,Other
14-9-2015,Two terror suspects linked to ISIS in court over horrific acid attack on British teenagers,Express,Brexit,Other
14-9-2015,Calls for stricter EU fishing rules as ten-tons of SHARK caught in nets off Cornish coast,Express,Brexit,Other
14-9-2015,Germany’s EU army must get its marching orders,Express,Brexit,Other
14-9-2015,Samantha Cameron set to join Great British Bake Off Sport Relief special,Express,Brexit,Other
15-9-2015,Free kick: Migrants play football and watch theatre shows in sprawling camp next to EU HQ ,Express,Brexit,Immigration
15-9-2015,British wife of ISIS jihadi killed in drone strike says 'I will never love anyone but him',Express,Brexit,Other
15-9-2015,British household spending boosted as inflation drops to zero ,Express,Brexit,Other
16-9-2015,British workers handed biggest pay rise in six years but unemployment in shock rise,Express,Brexit,Other
16-9-2015,New powers to restrict cash to 'benefit tourists' as EU court FINALLY rules in our favour,Express,Brexit,Other
16-9-2015,British fighters battling ISIS in Syria hailed as 'heroes' after dramatic documentary airs,Express,Brexit,Other
16-9-2015,Jeremy Corbyn: Labour will NOT campaign to leave EU under my leadership,Express,Brexit,Other
16-9-2015,"British warship brought in to DESTROY people smuggler boats run by 30,000 gang members",Express,Brexit,Other
16-9-2015,Great British Bake Off 2015: Ian horrifies and repulses viewers with his 'ROADKILL pie',Express,Brexit,Other
16-9-2015,Great British Bake Off 2015: Mat Riley unable to take the heat as he gets booted out,Express,Brexit,Other
16-9-2015,'She is the secret ingredient' Mary Berry to film US version of Great British Bake Off,Express,Brexit,Other
17-9-2015,Are sick traffickers behind migrant crisis BRITISH? Three 'UK citizens' held in France,Express,Brexit,Immigration
17-9-2015,European Union: Brexit could make trade with Europe BETTER not worse,Express,Brexit,Other
17-9-2015,Jeremy Corbyn hits 'Brexit' hopes and declares Labour WILL back EU membership,Express,Brexit,Other
17-9-2015,British air strikes 'have killed HUNDREDS of Islamic State fighters in past year',Express,Brexit,Other
17-9-2015,Tuberculosis ravages British school leaving nearly 200 infected with disease,Express,Brexit,Other
17-9-2015,Britain quietly pays up 1.7bn EU bill once described as 'unacceptable' by Cameron,Express,Brexit,Other
17-9-2015,Recovery of the british economy's set for slowdown,Express,Brexit,Other
17-9-2015,Mary goes to Hollywood: The Great British Bake Off star's wanted to present US baking show,Express,Brexit,Other
17-9-2015,British ventriloquist Paul Zerdin wins America's Got Talent and $1million jackpot,Express,Brexit,Other
17-9-2015,Just one in three small firms think EU good for business ,Express,Brexit,Other
18-9-2015,Farage blasts ‘scruffy’ Corbyn for ‘failing’ Labour voters over EU vow,Express,Brexit,Other
18-9-2015,Barmy EU MEP: Buy a NEW BOILER to solve Syrian refugee crisis and thwart ISIS,Express,Brexit,Immigration
18-9-2015,PM names and shames British universities for welcoming hate preachers,Express,Brexit,Other
18-9-2015,"Europe’s migrant crisis: Over 200,000 refugees apply to stay in EU in just THREE MONTHS",Express,Brexit,Immigration
18-9-2015,Now EU hands £200 million to Oxford University... as they publish book praising Brussels,Express,Brexit,Other
18-9-2015,"If PM doesn’t act Brexit is looking ever more likely, says Ross Clark",Express,Brexit,Other
18-9-2015,British steel industry in crisis as SSI plant 'on pause' and thousands of jobs at risk ,Express,Brexit,Other
19-9-2015,"Just ONE IN FIVE migrants claiming asylum are from Syria, EU figures show",Express,Brexit,Immigration
