date1,date,newspaper,text_classification,stories,polaritytext,subjectivitytext,total_stories
11jan2016,"11-1-2016","The Times","Climate",11,.01729106,.30188749,24
11jan2016,"11-1-2016","The Times","Climate,Brexit",4,-.04002381,.33546429,24
12jan2016,"12-1-2016","Daily Mail","Climate",4,.1621854,.51261093,7
12jan2016,"12-1-2016","Daily Mail","Climate,Brexit",1,-.00416667,.24861111,7
12jan2016,"12-1-2016","Daily Mail","Other",2,-.12099567,.36678692,7
12jan2016,"12-1-2016","Evening Standard","Climate",1,-.05253788,.4776912,1
12jan2016,"12-1-2016","Express","Brexit Business,Brexit Politics",1,-.01714286,.36571429,14
12jan2016,"12-1-2016","Express","Brexit Politics",2,.24393939,.33541667,14
12jan2016,"12-1-2016","Express","Climate",6,.02697857,.49549052,14
12jan2016,"12-1-2016","Express","Climate,Brexit",4,.09939815,.34125,14
12jan2016,"12-1-2016","Express","Other",1,.06704545,.38806818,14
12jan2016,"12-1-2016","The Guardian","Climate",1,-.0125,.45625,1
12jan2016,"12-1-2016","The Independent","Brexit Politics",1,-.1425,.1375,10
12jan2016,"12-1-2016","The Independent","Climate",5,.07282197,.32853157,10
12jan2016,"12-1-2016","The Independent","Climate,Brexit",2,.04260417,.2721875,10
12jan2016,"12-1-2016","The Independent","Other",2,.06426768,.43472222,10
12jan2016,"12-1-2016","The Times","Brexit Politics",3,.05709013,.21587024,19
12jan2016,"12-1-2016","The Times","Climate",12,.07451669,.35240004,19
12jan2016,"12-1-2016","The Times","Climate,Brexit",4,.28,.49083333,19
13jan2016,"13-1-2016","Daily Mail","Brexit Business",1,.12916667,.2375,18
13jan2016,"13-1-2016","Daily Mail","Brexit Business,Brexit Politics",1,.02194164,.40482604,18
13jan2016,"13-1-2016","Daily Mail","Brexit Politics",1,-.00740741,.3962963,18
13jan2016,"13-1-2016","Daily Mail","Climate",10,.05116238,.51654343,18
13jan2016,"13-1-2016","Daily Mail","Climate,Brexit",1,.23333333,.40740741,18
13jan2016,"13-1-2016","Daily Mail","Other",4,.0982197,.48331913,18
13jan2016,"13-1-2016","Evening Standard","Climate",1,.16041667,.34583333,1
13jan2016,"13-1-2016","Express","Brexit Immigration",1,-.05018939,.31950758,12
13jan2016,"13-1-2016","Express","Brexit Other",1,.0203125,.3125,12
13jan2016,"13-1-2016","Express","Brexit Politics",2,.06305556,.27111111,12
13jan2016,"13-1-2016","Express","Climate",7,.00272367,.41406883,12
13jan2016,"13-1-2016","Express","Other",1,.06673882,.43542569,12
13jan2016,"13-1-2016","The Guardian","Other",1,.15892045,.39619318,1
13jan2016,"13-1-2016","The Independent","Brexit Politics",1,.15992424,.32631313,7
13jan2016,"13-1-2016","The Independent","Climate",5,.08265254,.42497612,7
13jan2016,"13-1-2016","The Independent","Other",1,.11790404,.47341414,7
13jan2016,"13-1-2016","The Times","Brexit Politics",1,.05,.26004274,14
13jan2016,"13-1-2016","The Times","Climate",7,.14837765,.49410843,14
13jan2016,"13-1-2016","The Times","Climate,Brexit",2,.09166667,.15222222,14
13jan2016,"13-1-2016","The Times","Other",4,.07689394,.41770202,14
14jan2016,"14-1-2016","Daily Mail","Brexit Business,Brexit Politics",1,.07962963,.41296296,15
14jan2016,"14-1-2016","Daily Mail","Brexit Politics",1,-.00227273,.51363636,15
14jan2016,"14-1-2016","Daily Mail","Climate",10,.05872826,.37593026,15
14jan2016,"14-1-2016","Daily Mail","Climate,Brexit",2,.09979167,.323125,15
14jan2016,"14-1-2016","Daily Mail","Other",1,-.10949074,.56782407,15
14jan2016,"14-1-2016","Evening Standard","Climate",2,-.05073954,.27693001,2
14jan2016,"14-1-2016","Express","Brexit Business",1,-.14848485,.47121212,16
14jan2016,"14-1-2016","Express","Brexit Politics",1,-.08009259,.39398148,16
14jan2016,"14-1-2016","Express","Climate",7,-.01015153,.47486963,16
14jan2016,"14-1-2016","Express","Climate,Brexit",6,.06487269,.2840625,16
14jan2016,"14-1-2016","Express","Other",1,.06666667,.34,16
14jan2016,"14-1-2016","The Independent","Brexit Politics",1,.23642857,.31158163,8
14jan2016,"14-1-2016","The Independent","Climate",5,-.11038228,.23916799,8
14jan2016,"14-1-2016","The Independent","Climate,Brexit",1,.24252525,.43878788,8
14jan2016,"14-1-2016","The Independent","Other",1,-.10666667,.26083333,8
14jan2016,"14-1-2016","The Times","Brexit Business",6,.13435245,.27753066,34
14jan2016,"14-1-2016","The Times","Brexit Immigration",2,.06339286,.18561508,34
14jan2016,"14-1-2016","The Times","Brexit Politics",2,-.15694444,.49444444,34
14jan2016,"14-1-2016","The Times","Climate",18,.01463928,.28295147,34
14jan2016,"14-1-2016","The Times","Climate,Brexit",6,.00648629,.30188913,34
15jan2016,"15-1-2016","Daily Mail","Brexit Business,Brexit Politics",2,.04302156,.35654623,14
15jan2016,"15-1-2016","Daily Mail","Climate",7,-.0466531,.35175989,14
15jan2016,"15-1-2016","Daily Mail","Climate,Brexit",1,.08181818,.24545455,14
15jan2016,"15-1-2016","Daily Mail","Other",4,.01207499,.26391482,14
15jan2016,"15-1-2016","Evening Standard","Climate",1,.08219697,.3651936,1
15jan2016,"15-1-2016","Express","Brexit Business",1,.08333333,.1,15
15jan2016,"15-1-2016","Express","Brexit Immigration",1,.03181818,.53409091,15
15jan2016,"15-1-2016","Express","Brexit Politics",2,.1825,.47166667,15
15jan2016,"15-1-2016","Express","Climate",6,.08622775,.41425234,15
15jan2016,"15-1-2016","Express","Climate,Brexit",3,-.08016095,.31761572,15
15jan2016,"15-1-2016","Express","Other",2,.12332536,.3480637,15
15jan2016,"15-1-2016","The Guardian","Climate",1,.14,.34,2
15jan2016,"15-1-2016","The Guardian","Other",1,.075,.25833333,2
15jan2016,"15-1-2016","The Independent","Brexit Business",1,.09074074,.33148148,12
15jan2016,"15-1-2016","The Independent","Brexit Business,Brexit Politics",1,.02527778,.43444444,12
15jan2016,"15-1-2016","The Independent","Brexit Politics",2,.0585119,.27702381,12
15jan2016,"15-1-2016","The Independent","Climate",6,.04848886,.32042378,12
15jan2016,"15-1-2016","The Independent","Climate,Brexit",2,.13234127,.34345238,12
15jan2016,"15-1-2016","The Times","Brexit Business",1,.17603306,.34132231,27
15jan2016,"15-1-2016","The Times","Brexit Business,Brexit Immigration",1,-.07637363,.3279304,27
15jan2016,"15-1-2016","The Times","Brexit Politics",2,.16666667,.33333333,27
15jan2016,"15-1-2016","The Times","Climate",19,.02678112,.25915038,27
15jan2016,"15-1-2016","The Times","Climate,Brexit",3,.15174603,.30555556,27
15jan2016,"15-1-2016","The Times","Other",1,.165,.41,27
16jan2016,"16-1-2016","Daily Mail","Brexit Politics",1,.05,.5,8
16jan2016,"16-1-2016","Daily Mail","Climate",5,.11002667,.39906037,8
16jan2016,"16-1-2016","Daily Mail","Climate,Brexit",1,.10918367,.45963719,8
16jan2016,"16-1-2016","Daily Mail","Other",1,-.35125,.57875,8
16jan2016,"16-1-2016","Evening Standard","Climate",1,.18409091,.3344697,1
16jan2016,"16-1-2016","Express","Brexit Politics",2,.03,.35583333,8
16jan2016,"16-1-2016","Express","Brexit Politics,Brexit Immigration",1,-.05079365,.0984127,8
16jan2016,"16-1-2016","Express","Climate",2,.01414502,.43353896,8
16jan2016,"16-1-2016","Express","Climate,Brexit",2,.03035714,.35416667,8
16jan2016,"16-1-2016","Express","Other",1,-.18571429,.1952381,8
16jan2016,"16-1-2016","The Independent","Climate",6,.00998234,.40465761,6
16jan2016,"16-1-2016","The Times","Brexit Business",1,.08434343,.3496633,11
16jan2016,"16-1-2016","The Times","Brexit Other",1,.015625,.32395833,11
16jan2016,"16-1-2016","The Times","Climate",7,-.08242605,.38362889,11
16jan2016,"16-1-2016","The Times","Climate,Brexit",2,.25390594,.58654073,11
17jan2016,"17-1-2016","Daily Mail","Brexit Politics",1,.0342803,.18579545,3
17jan2016,"17-1-2016","Daily Mail","Climate",1,.02857143,.38571429,3
17jan2016,"17-1-2016","Daily Mail","Climate,Brexit",1,.25714286,.46205357,3
17jan2016,"17-1-2016","Express","Brexit Immigration",1,-.1125,.30198413,8
17jan2016,"17-1-2016","Express","Brexit Politics",2,.02089161,.31289336,8
17jan2016,"17-1-2016","Express","Climate",4,.01317776,.39029491,8
17jan2016,"17-1-2016","Express","Climate,Brexit",1,.15833333,.66666667,8
17jan2016,"17-1-2016","The Guardian","Climate",3,.07835354,.36975132,3
17jan2016,"17-1-2016","The Independent","Brexit Immigration",1,-.00952381,.26214286,7
17jan2016,"17-1-2016","The Independent","Brexit Politics",1,-.00738636,.27329545,7
17jan2016,"17-1-2016","The Independent","Climate",3,.03493091,.32862128,7
17jan2016,"17-1-2016","The Independent","Other",2,-.015625,.296875,7
17jan2016,"17-1-2016","The Times","Brexit Business",1,.10727273,.43090909,36
17jan2016,"17-1-2016","The Times","Brexit Business,Brexit Politics",2,.26666667,.56666667,36
17jan2016,"17-1-2016","The Times","Brexit Politics",2,.22272727,.40075758,36
17jan2016,"17-1-2016","The Times","Climate",24,.09815933,.37431188,36
17jan2016,"17-1-2016","The Times","Climate,Brexit",4,.02165404,.24602273,36
17jan2016,"17-1-2016","The Times","Other",3,.09929293,.36441077,36
18jan2016,"18-1-2016","Daily Mail","Brexit Business,Brexit Immigration",1,.07933884,.53415978,13
18jan2016,"18-1-2016","Daily Mail","Brexit Business,Brexit Politics",1,.13571429,.20714286,13
18jan2016,"18-1-2016","Daily Mail","Climate",7,.11532005,.3636418,13
18jan2016,"18-1-2016","Daily Mail","Climate,Brexit",3,.09776853,.38115089,13
18jan2016,"18-1-2016","Daily Mail","Other",1,-.05833333,.21296296,13
18jan2016,"18-1-2016","Evening Standard","Brexit Business",1,.12272727,.32575758,4
18jan2016,"18-1-2016","Evening Standard","Climate",3,.0712606,.34950622,4
18jan2016,"18-1-2016","Express","Brexit Business",4,.06006981,.33217316,15
18jan2016,"18-1-2016","Express","Brexit Business,Brexit Politics,Brexit Immigration",1,-.05558442,.39805195,15
18jan2016,"18-1-2016","Express","Brexit Politics",1,-.02857143,.12857143,15
18jan2016,"18-1-2016","Express","Climate",7,.0384806,.34875477,15
18jan2016,"18-1-2016","Express","Climate,Brexit",1,.08735795,.20681818,15
18jan2016,"18-1-2016","Express","Other",1,.1024531,.3507696,15
18jan2016,"18-1-2016","The Guardian","Brexit Politics",1,.09771181,.27204391,1
18jan2016,"18-1-2016","The Independent","Brexit Business",1,.02857143,.37053571,11
18jan2016,"18-1-2016","The Independent","Brexit Politics",1,.25,.31481481,11
18jan2016,"18-1-2016","The Independent","Climate",6,.07917935,.38030669,11
18jan2016,"18-1-2016","The Independent","Climate,Brexit",3,.16720779,.42958153,11
18jan2016,"18-1-2016","The Times","Brexit Business",2,-.21428571,.55714286,18
18jan2016,"18-1-2016","The Times","Brexit Business,Brexit Politics",2,.075,.30833333,18
18jan2016,"18-1-2016","The Times","Brexit Immigration",2,.02424242,.34545455,18
18jan2016,"18-1-2016","The Times","Brexit Other",1,.22222222,.23333333,18
18jan2016,"18-1-2016","The Times","Climate",9,.0445813,.29786638,18
18jan2016,"18-1-2016","The Times","Climate,Brexit",2,.06818182,.24393939,18
19jan2016,"19-1-2016","Daily Mail","Climate",7,-.00021041,.36006859,11
19jan2016,"19-1-2016","Daily Mail","Climate,Brexit",3,.05644078,.26045991,11
19jan2016,"19-1-2016","Daily Mail","Other",1,.21071429,.48928571,11
19jan2016,"19-1-2016","Evening Standard","Climate",2,.0655766,.43290194,4
19jan2016,"19-1-2016","Evening Standard","Climate,Brexit",1,-.11466667,.40133333,4
19jan2016,"19-1-2016","Evening Standard","Other",1,.16666667,.16666667,4
19jan2016,"19-1-2016","Express","Brexit Business",1,.06717172,.40075758,14
19jan2016,"19-1-2016","Express","Brexit Other",1,-.05272727,.45090909,14
19jan2016,"19-1-2016","Express","Brexit Politics,Brexit Immigration",2,.1125,.28555556,14
19jan2016,"19-1-2016","Express","Climate",5,.08988321,.41091589,14
19jan2016,"19-1-2016","Express","Climate,Brexit",2,.03735795,.41150568,14
19jan2016,"19-1-2016","Express","Other",3,.17472222,.37240741,14
19jan2016,"19-1-2016","The Guardian","Climate,Brexit",1,-.11349206,.24603175,1
19jan2016,"19-1-2016","The Independent","Brexit Business",1,-.26666667,.33333333,12
19jan2016,"19-1-2016","The Independent","Brexit Immigration",1,.11388889,.30092593,12
19jan2016,"19-1-2016","The Independent","Climate",7,.04782969,.34923667,12
19jan2016,"19-1-2016","The Independent","Climate,Brexit",3,.04530053,.32397186,12
19jan2016,"19-1-2016","The Times","Brexit Business,Brexit Politics",1,-.02011364,.29337121,24
19jan2016,"19-1-2016","The Times","Brexit Politics",3,-.03055556,.38787037,24
19jan2016,"19-1-2016","The Times","Climate",12,.05967992,.3435754,24
19jan2016,"19-1-2016","The Times","Climate,Brexit",5,.08211233,.27552503,24
19jan2016,"19-1-2016","The Times","Other",3,.14640299,.42957563,24
20jan2016,"20-1-2016","Daily Mail","Brexit Politics,Brexit Immigration",1,.16337072,.36461039,16
20jan2016,"20-1-2016","Daily Mail","Climate",10,-.01679185,.37776938,16
20jan2016,"20-1-2016","Daily Mail","Climate,Brexit",2,.05209893,.27925134,16
20jan2016,"20-1-2016","Daily Mail","Other",3,.09086219,.31116763,16
20jan2016,"20-1-2016","Evening Standard","Climate",1,-.12857143,.28095238,3
20jan2016,"20-1-2016","Evening Standard","Climate,Brexit",2,.00166667,.48,3
20jan2016,"20-1-2016","Express","Brexit Other",2,.1109375,.3171875,18
20jan2016,"20-1-2016","Express","Brexit Politics",2,.17402597,.38484848,18
20jan2016,"20-1-2016","Express","Climate",7,-.00005702,.45401861,18
20jan2016,"20-1-2016","Express","Climate,Brexit",4,.10971546,.36193834,18
20jan2016,"20-1-2016","Express","Other",3,.07744709,.39484127,18
20jan2016,"20-1-2016","The Guardian","Other",1,.09090909,.34469697,1
20jan2016,"20-1-2016","The Independent","Brexit Business,Brexit Politics",1,-.034375,.475,8
20jan2016,"20-1-2016","The Independent","Climate",5,.07086039,.26132035,8
20jan2016,"20-1-2016","The Independent","Climate,Brexit",1,.00944444,.18888889,8
20jan2016,"20-1-2016","The Independent","Other",1,.22927981,.45062967,8
20jan2016,"20-1-2016","The Times","Brexit Immigration",2,-.009375,.225,29
20jan2016,"20-1-2016","The Times","Climate",22,.09277645,.33424401,29
20jan2016,"20-1-2016","The Times","Climate,Brexit",4,.02821068,.27409812,29
20jan2016,"20-1-2016","The Times","Other",1,.05489268,.38876263,29
21jan2016,"21-1-2016","Daily Mail","Brexit Business,Brexit Immigration",1,.13409091,.37348485,9
21jan2016,"21-1-2016","Daily Mail","Brexit Business,Brexit Politics",2,.06586174,.39749053,9
21jan2016,"21-1-2016","Daily Mail","Climate",3,.17393338,.42986352,9
21jan2016,"21-1-2016","Daily Mail","Climate,Brexit",1,.1325938,.31605339,9
21jan2016,"21-1-2016","Daily Mail","Other",2,.13813131,.58011364,9
21jan2016,"21-1-2016","Evening Standard","Climate",2,.02517262,.3562123,2
21jan2016,"21-1-2016","Express","Brexit Business,Brexit Politics",1,.13163919,.4118895,16
21jan2016,"21-1-2016","Express","Brexit Politics",1,.0894697,.25416667,16
21jan2016,"21-1-2016","Express","Climate",7,-.00537982,.44407029,16
21jan2016,"21-1-2016","Express","Climate,Brexit",4,.03365025,.36287121,16
21jan2016,"21-1-2016","Express","Other",3,.07507937,.57645503,16
21jan2016,"21-1-2016","The Guardian","Climate",1,.0875,.33194444,1
21jan2016,"21-1-2016","The Independent","Brexit Business",1,.00675214,.33042735,9
21jan2016,"21-1-2016","The Independent","Brexit Politics",2,.07867063,.30734127,9
21jan2016,"21-1-2016","The Independent","Climate",4,-.02194399,.45178902,9
21jan2016,"21-1-2016","The Independent","Climate,Brexit",1,.111,.369,9
21jan2016,"21-1-2016","The Independent","Other",1,.16914683,.40332341,9
21jan2016,"21-1-2016","The Times","Brexit Business",1,.13219697,.30315657,31
21jan2016,"21-1-2016","The Times","Brexit Business,Brexit Immigration",1,.14285714,.55714286,31
21jan2016,"21-1-2016","The Times","Brexit Immigration",2,-.07886364,.3775,31
21jan2016,"21-1-2016","The Times","Brexit Politics",6,.0059701,.2533638,31
21jan2016,"21-1-2016","The Times","Climate",14,.07216014,.37038736,31
21jan2016,"21-1-2016","The Times","Climate,Brexit",4,.04087302,.30208333,31
21jan2016,"21-1-2016","The Times","Other",3,.165,.35111111,31
22jan2016,"22-1-2016","Daily Mail","Brexit Immigration",1,.06666667,.66666667,17
22jan2016,"22-1-2016","Daily Mail","Brexit Politics",1,.09583333,.15138889,17
22jan2016,"22-1-2016","Daily Mail","Climate",9,.10879189,.51504082,17
22jan2016,"22-1-2016","Daily Mail","Climate,Brexit",1,.13214286,.31071429,17
22jan2016,"22-1-2016","Daily Mail","Other",5,.11560783,.38255295,17
22jan2016,"22-1-2016","Evening Standard","Brexit Politics",1,0,.08,4
22jan2016,"22-1-2016","Evening Standard","Climate",2,.04270833,.47942708,4
22jan2016,"22-1-2016","Evening Standard","Other",1,-.0617284,.19876543,4
22jan2016,"22-1-2016","Express","Brexit Business,Brexit Immigration",1,.09047619,.18333333,15
22jan2016,"22-1-2016","Express","Brexit Business,Brexit Politics",1,.0775,.4175,15
22jan2016,"22-1-2016","Express","Brexit Immigration",1,.0164876,.38753444,15
22jan2016,"22-1-2016","Express","Brexit Politics",1,-.02777778,.28333333,15
22jan2016,"22-1-2016","Express","Brexit Politics,Brexit Immigration",1,.02666667,.17333333,15
22jan2016,"22-1-2016","Express","Climate",5,.10673804,.36466969,15
22jan2016,"22-1-2016","Express","Climate,Brexit",1,-.19285714,.75,15
22jan2016,"22-1-2016","Express","Other",4,.06123377,.24593795,15
22jan2016,"22-1-2016","The Independent","Brexit Politics",1,.14285714,.44880952,8
22jan2016,"22-1-2016","The Independent","Climate",4,.06195707,.2974053,8
22jan2016,"22-1-2016","The Independent","Climate,Brexit",1,-.03582589,.42834821,8
22jan2016,"22-1-2016","The Independent","Other",2,-.01959927,.24054984,8
22jan2016,"22-1-2016","The Times","Brexit Politics",2,.15,.21,24
22jan2016,"22-1-2016","The Times","Climate",13,.03243976,.31968582,24
22jan2016,"22-1-2016","The Times","Climate,Brexit",7,.07190146,.35121362,24
22jan2016,"22-1-2016","The Times","Other",2,.1,.4225,24
23jan2016,"23-1-2016","Daily Mail","Brexit Business",1,.096,.38066667,8
23jan2016,"23-1-2016","Daily Mail","Brexit Business,Brexit Immigration",1,.19090909,.4232684,8
23jan2016,"23-1-2016","Daily Mail","Climate",4,.11661458,.33185268,8
23jan2016,"23-1-2016","Daily Mail","Other",2,.21098485,.38225108,8
23jan2016,"23-1-2016","Evening Standard","Other",1,-.05,.05,1
23jan2016,"23-1-2016","Express","Brexit Business,Brexit Politics",1,-.2,.38125,9
23jan2016,"23-1-2016","Express","Brexit Business,Brexit Politics,Brexit Immigration",1,.1025,.275,9
23jan2016,"23-1-2016","Express","Brexit Immigration",1,.075,.215625,9
23jan2016,"23-1-2016","Express","Brexit Politics",1,-.045,.2,9
23jan2016,"23-1-2016","Express","Climate",4,.02366898,.43509838,9
23jan2016,"23-1-2016","Express","Climate,Brexit",1,-.16666667,.46666667,9
23jan2016,"23-1-2016","The Independent","Brexit Business,Brexit Politics",2,.20909091,.32878788,7
23jan2016,"23-1-2016","The Independent","Brexit Politics",1,-.11428571,.21785714,7
23jan2016,"23-1-2016","The Independent","Climate,Brexit",2,.13188131,.34284512,7
23jan2016,"23-1-2016","The Independent","Other",2,.05714286,.31833333,7
23jan2016,"23-1-2016","The Times","Brexit Politics",3,.0269697,.37131313,33
23jan2016,"23-1-2016","The Times","Climate",27,.05585788,.3392335,33
23jan2016,"23-1-2016","The Times","Climate,Brexit",1,-.04131944,.21423611,33
23jan2016,"23-1-2016","The Times","Other",2,.00909091,.35378788,33
24jan2016,"24-1-2016","Daily Mail","Brexit Politics",1,.1375,.52083333,12
24jan2016,"24-1-2016","Daily Mail","Climate",6,.21707338,.48198624,12
24jan2016,"24-1-2016","Daily Mail","Climate,Brexit",3,.06782407,.50466049,12
24jan2016,"24-1-2016","Daily Mail","Other",2,.11875,.33125,12
24jan2016,"24-1-2016","Express","Climate",7,.04532115,.41679585,13
24jan2016,"24-1-2016","Express","Climate,Brexit",2,.21666667,.39270833,13
24jan2016,"24-1-2016","Express","Other",4,.1180446,.3951795,13
24jan2016,"24-1-2016","The Guardian","Climate",1,.08086957,.22373706,1
24jan2016,"24-1-2016","The Independent","Climate",1,.11515152,.30227273,1
24jan2016,"24-1-2016","The Times","Brexit Business",1,.15333333,.37444444,46
24jan2016,"24-1-2016","The Times","Brexit Business,Brexit Politics",3,.15715608,.31741402,46
24jan2016,"24-1-2016","The Times","Brexit Politics",3,.13958333,.31970238,46
24jan2016,"24-1-2016","The Times","Climate",29,.10363719,.35582243,46
24jan2016,"24-1-2016","The Times","Climate,Brexit",4,.12880291,.24573413,46
24jan2016,"24-1-2016","The Times","Other",6,-.03857143,.44603175,46
25jan2016,"25-1-2016","Daily Mail","Brexit Business",1,.27272727,.42020202,13
25jan2016,"25-1-2016","Daily Mail","Climate",7,.067475,.39763558,13
25jan2016,"25-1-2016","Daily Mail","Climate,Brexit",3,.13641975,.35015432,13
25jan2016,"25-1-2016","Daily Mail","Other",2,.14983766,.36769481,13
25jan2016,"25-1-2016","Evening Standard","Climate",3,.09639731,.25478114,4
25jan2016,"25-1-2016","Evening Standard","Climate,Brexit",1,.32142857,.42142857,4
25jan2016,"25-1-2016","Express","Brexit Politics",2,.14355159,.30615079,22
25jan2016,"25-1-2016","Express","Climate",12,-.0250061,.44501546,22
25jan2016,"25-1-2016","Express","Climate,Brexit",7,.05316784,.30436089,22
25jan2016,"25-1-2016","Express","Other",1,.078125,.33229167,22
25jan2016,"25-1-2016","The Independent","Brexit Other",1,.19166667,.41011905,12
25jan2016,"25-1-2016","The Independent","Climate",5,.09823145,.48231911,12
25jan2016,"25-1-2016","The Independent","Climate,Brexit",4,.04583333,.21545139,12
25jan2016,"25-1-2016","The Independent","Other",2,.00052083,.27447917,12
25jan2016,"25-1-2016","The Times","Brexit Business,Brexit Politics",1,.1625,.43125,26
25jan2016,"25-1-2016","The Times","Brexit Immigration",2,.11704545,.31463068,26
25jan2016,"25-1-2016","The Times","Brexit Politics",2,.12,.415,26
25jan2016,"25-1-2016","The Times","Climate",10,.01717241,.451132,26
25jan2016,"25-1-2016","The Times","Climate,Brexit",8,-.01431704,.27860449,26
25jan2016,"25-1-2016","The Times","Other",3,.20411255,.45537518,26
26jan2016,"26-1-2016","Daily Mail","Brexit Immigration",1,.09880952,.33571429,17
26jan2016,"26-1-2016","Daily Mail","Brexit Other",1,-.00383838,.16868687,17
26jan2016,"26-1-2016","Daily Mail","Brexit Politics",2,.1247619,.24666667,17
26jan2016,"26-1-2016","Daily Mail","Climate",9,.11057219,.40296737,17
26jan2016,"26-1-2016","Daily Mail","Climate,Brexit",3,.12584175,.43587362,17
26jan2016,"26-1-2016","Daily Mail","Other",1,.27015873,.58460317,17
26jan2016,"26-1-2016","Evening Standard","Brexit Politics",1,.13677778,.35044444,3
26jan2016,"26-1-2016","Evening Standard","Climate",2,.00460859,.21486742,3
26jan2016,"26-1-2016","Express","Brexit Other",2,.10138889,.25347222,14
26jan2016,"26-1-2016","Express","Brexit Politics",2,.06265756,.24922969,14
26jan2016,"26-1-2016","Express","Climate",6,.09093452,.42968675,14
26jan2016,"26-1-2016","Express","Climate,Brexit",4,.05776245,.47962662,14
26jan2016,"26-1-2016","The Independent","Brexit Business,Brexit Politics",1,.19206349,.44603175,16
26jan2016,"26-1-2016","The Independent","Brexit Politics",2,.03333333,.19722222,16
26jan2016,"26-1-2016","The Independent","Climate",10,.01719318,.3471241,16
26jan2016,"26-1-2016","The Independent","Climate,Brexit",2,-.08007059,.21763085,16
26jan2016,"26-1-2016","The Independent","Other",1,.27083333,.47916667,16
26jan2016,"26-1-2016","The Times","Brexit Business",4,.06664615,.25245896,34
26jan2016,"26-1-2016","The Times","Brexit Immigration",2,.08928571,.26785714,34
26jan2016,"26-1-2016","The Times","Brexit Other",1,-.35416667,.39583333,34
26jan2016,"26-1-2016","The Times","Brexit Politics",3,.03600289,.38304473,34
26jan2016,"26-1-2016","The Times","Climate",16,.05325712,.37266429,34
26jan2016,"26-1-2016","The Times","Climate,Brexit",7,.05088113,.30381013,34
26jan2016,"26-1-2016","The Times","Other",1,.18333333,.56666667,34
27jan2016,"27-1-2016","Daily Mail","Brexit Business,Brexit Immigration",1,-.16666667,.37333333,22
27jan2016,"27-1-2016","Daily Mail","Brexit Business,Brexit Politics",1,.3,.43333333,22
27jan2016,"27-1-2016","Daily Mail","Brexit Immigration",1,.18181818,.61558442,22
27jan2016,"27-1-2016","Daily Mail","Brexit Politics",2,-.05672348,.43393308,22
27jan2016,"27-1-2016","Daily Mail","Climate",10,.09659393,.35686447,22
27jan2016,"27-1-2016","Daily Mail","Climate,Brexit",1,-.04166667,.45833333,22
27jan2016,"27-1-2016","Daily Mail","Other",6,.02906873,.28307641,22
27jan2016,"27-1-2016","Evening Standard","Climate",4,.02920648,.43332558,4
27jan2016,"27-1-2016","Express","Brexit Business",1,-.05663265,.24846939,19
27jan2016,"27-1-2016","Express","Brexit Immigration",2,-.06693603,.38145623,19
27jan2016,"27-1-2016","Express","Brexit Politics",3,.00079365,.20960317,19
27jan2016,"27-1-2016","Express","Climate",10,.05591793,.34705513,19
27jan2016,"27-1-2016","Express","Climate,Brexit",2,.08552489,.37828734,19
27jan2016,"27-1-2016","Express","Other",1,0,.75,19
27jan2016,"27-1-2016","The Guardian","Climate,Brexit",1,-.03958333,.36666667,1
27jan2016,"27-1-2016","The Independent","Brexit Business",1,.03611111,.23981481,15
27jan2016,"27-1-2016","The Independent","Brexit Immigration",1,.03396465,.35719697,15
27jan2016,"27-1-2016","The Independent","Climate",7,.08371599,.3654195,15
27jan2016,"27-1-2016","The Independent","Climate,Brexit",1,-.23871528,.32569444,15
27jan2016,"27-1-2016","The Independent","Other",5,-.02797789,.33931973,15
27jan2016,"27-1-2016","The Times","Brexit Business,Brexit Politics",1,-.04007937,.28769841,41
27jan2016,"27-1-2016","The Times","Brexit Other",1,-.02,.02,41
27jan2016,"27-1-2016","The Times","Brexit Politics",1,.06944444,.25,41
27jan2016,"27-1-2016","The Times","Climate",31,.02394397,.38010477,41
27jan2016,"27-1-2016","The Times","Climate,Brexit",5,.02469048,.44617262,41
27jan2016,"27-1-2016","The Times","Other",2,.10092593,.4,41
28jan2016,"28-1-2016","Daily Mail","Brexit Immigration",1,.13333333,.31666667,17
28jan2016,"28-1-2016","Daily Mail","Climate",9,.01559343,.41112714,17
28jan2016,"28-1-2016","Daily Mail","Climate,Brexit",4,.09636409,.41454365,17
28jan2016,"28-1-2016","Daily Mail","Other",3,.12463251,.38278911,17
28jan2016,"28-1-2016","Evening Standard","Climate",4,.08546086,.3827862,5
28jan2016,"28-1-2016","Evening Standard","Climate,Brexit",1,.01785714,.35833333,5
28jan2016,"28-1-2016","Express","Brexit Business",1,.0952381,.19047619,28
28jan2016,"28-1-2016","Express","Brexit Business,Brexit Politics",5,.14562316,.37117539,28
28jan2016,"28-1-2016","Express","Brexit Other",2,.02407407,.33425926,28
28jan2016,"28-1-2016","Express","Brexit Politics",1,.0695,.3455,28
28jan2016,"28-1-2016","Express","Climate",15,.07600237,.37252132,28
28jan2016,"28-1-2016","Express","Climate,Brexit",2,.01268939,.30965909,28
28jan2016,"28-1-2016","Express","Other",2,.15625,.36666667,28
28jan2016,"28-1-2016","The Guardian","Brexit Politics",1,-.01880952,.21404762,2
28jan2016,"28-1-2016","The Guardian","Other",1,-.02916667,.15,2
28jan2016,"28-1-2016","The Independent","Brexit Business",1,-.00496032,.16210317,13
